ticker,date,close,weekly_return,momentum_4w,momentum_12w,volatility_12w,drawdown_from_52w_high,sma_10,sma_20,sma_10_distance,sma_20_distance,rsi_14,macd,macd_signal,macd_histogram
MA,2021-07-30,385.940002,-0.01861366,0.02909101,0.02807674,0.02112041,0.01861366,375.3419982,374.08249975,0.02823559,0.03169756,58.5310405,9.7735564,9.3697906,0.4037658
MA,2021-08-06,374.529999,-0.02956419,0.00426341,0.02918303,0.02097333,0.04762755,376.7369994,374.9834992,-0.0058582,-0.00120939,53.05977856,8.81086224,9.25800493,-0.44714269
MA,2021-08-13,362.75,-0.03145275,-0.06295204,-0.0131937,0.0229571,0.07758228,376.4100005,374.81399845,-0.03629022,-0.03218663,48.06439415,7.01649097,8.80970214,-1.79321117
MA,2021-08-20,354.98999,-0.02139217,-0.0973148,-0.01550279,0.0231317,0.0973148,375.3589995,374.39849855,-0.05426541,-0.05183917,45.05520062,4.91165239,8.03009219,-3.1184398
MA,2021-08-27,355.730011,0.00208462,-0.07827639,-0.02811316,0.0226053,0.09543304,374.1899993,373.18099975,-0.0493332,-0.0467628,45.40622415,3.2656221,7.07719817,-3.81157607
MA,2021-09-03,340.230011,-0.04357237,-0.09158142,-0.06913814,0.0255646,0.13484717,370.2520019,370.88399965,-0.08108529,-0.08265115,39.68707914,0.70231492,5.80222152,-5.0999066
MA,2021-09-10,347.390015,0.0210446,-0.04234317,-0.05451526,0.02656393,0.11664037,367.4880035,368.9005005,-0.05469019,-0.05830972,43.24337999,-0.74280936,4.49321534,-5.2360247
MA,2021-09-17,343.040009,-0.01252197,-0.03366287,-0.09633565,0.02383221,0.12770177,364.4980042,366.94950105,-0.05886999,-0.06515745,41.63706926,-2.21357319,3.15185764,-5.36543083
MA,2021-09-24,358.160004,0.04407648,0.006831,-0.04498305,0.02811794,0.08925394,361.6020051,366.08750155,-0.00951876,-0.02165465,48.76153805,-2.13450169,2.09458577,-4.22908746
MA,2021-10-01,360.179993,0.00563991,0.05863675,-0.03421464,0.02822768,0.08411742,358.2940034,365.901001,0.0052638,-0.0156354,49.64590445,-1.88708755,1.29825111,-3.18533866
MA,2021-10-08,354.959991,-0.01449276,0.021791,-0.08307503,0.02528633,0.09739108,355.1960023,365.26900025,-0.00066445,-0.02822306,47.37054067,-2.08814971,0.62097094,-2.70912065
MA,2021-10-15,356.0,0.00292993,0.03777982,-0.0947465,0.02449081,0.0947465,353.3430024,365.0400009,0.0075196,-0.02476441,47.88304502,-2.13891678,0.0689934,-2.20791018
MA,2021-10-22,358.670013,0.00750004,0.00142397,-0.07065862,0.02462049,0.08795707,352.9350037,364.6725021,0.01624948,-0.01645994,49.24942221,-1.94132395,-0.33307007,-1.60825388
MA,2021-10-29,335.519989,-0.06454407,-0.06846578,-0.10415724,0.02931229,0.14682403,350.9880036,363.17350155,-0.04406992,-0.07614408,39.56407241,-3.61111695,-0.98867945,-2.62243751
MA,2021-11-05,348.790009,0.03955061,-0.01738219,-0.03848378,0.03139945,0.1130804,350.2940034,362.24200135,-0.00429352,-0.03713537,46.10672099,-3.81962992,-1.55486954,-2.26476038
MA,2021-11-12,363.5,0.04217435,0.02106742,0.02397254,0.0332846,0.07567515,352.6210023,361.4365021,0.03085181,0.00570916,52.27457039,-2.76601965,-1.79709956,-0.96892009
MA,2021-11-19,339.720001,-0.06541953,-0.05283411,-0.04500607,0.0386337,0.13614405,351.8540009,359.6710022,-0.03448589,-0.05547014,43.58963663,-3.80599991,-2.19887963,-1.60712028
MA,2021-11-26,324.170013,-0.04577295,-0.03382802,-0.04720336,0.03884772,0.17568529,349.9670013,357.23250275,-0.07371263,-0.09255174,39.02391166,-5.81788092,-2.92267989,-2.89520103
MA,2021-12-03,322.109985,-0.00635478,-0.07649309,-0.07277132,0.0380832,0.18092362,346.3619994,353.98200225,-0.07001927,-0.09003852,38.44934139,-7.49217305,-3.83657852,-3.65559453
MA,2021-12-10,349.920013,0.08633706,-0.03735897,0.02005598,0.04626435,0.11020698,345.3360014,351.8150024,0.01327406,-0.00538632,49.30158883,-6.50009573,-4.36928196,-2.13081377
MA,2021-12-17,349.309998,-0.0017433,0.02822912,-0.02470964,0.04438585,0.11175815,344.7710021,349.9835022,0.01316525,-0.00192439,49.09710141,-5.69741418,-4.63490841,-1.06250577
MA,2021-12-23,360.579987,0.03226357,0.11231753,0.00111054,0.04541145,0.0831003,345.2290008,349.2860016,0.0444661,0.03233449,52.97752254,-4.10457436,-4.5288416,0.42426724
MA,2021-12-31,359.320007,-0.00349431,0.11551962,0.01228312,0.04517994,0.08630423,345.2940002,349.11450195,0.04062048,0.02923254,52.49570241,-2.91035838,-4.20514495,1.29478657
MA,2022-01-07,369.649994,0.02874871,0.05638426,0.03834268,0.04584068,0.06003666,348.7070007,349.84750215,0.060059,0.05660321,56.0267432,-1.11750806,-3.58761757,2.47010952
MA,2022-01-14,372.140015,0.00673616,0.06535747,0.03755542,0.04583606,0.05370491,351.0420013,350.66800235,0.06010111,0.06123174,56.85917037,0.49851604,-2.77039085,3.26890689
MA,2022-01-21,355.079987,-0.04584304,-0.0152532,0.05829756,0.0435533,0.09708595,350.2,351.41050115,0.01393486,0.01044216,49.89068358,0.39803678,-2.13670532,2.5347421
MA,2022-01-28,382.51001,0.07725026,0.06453858,0.09667708,0.04741363,0.0273356,354.4790009,353.1665009,0.07907664,0.0830869,58.66289576,2.50292766,-1.20877873,3.71170639
MA,2022-02-04,382.200012,-0.00081043,0.03395108,0.05144432,0.04626796,0.02812388,360.2820008,355.12450105,0.06083571,0.07624231,58.53817257,4.09880612,-0.14726176,4.24606788
MA,2022-02-11,369.769989,-0.0325223,-0.00636864,0.08845516,0.04252956,0.05973153,365.0480012,355.7050003,0.01293525,0.03954116,53.61580261,4.31085942,0.74436248,3.56649694
MA,2022-02-18,369.950012,0.00048685,0.04187796,0.14122219,0.03918751,0.05927376,367.0510011,356.19350125,0.00789811,0.03862089,53.67655686,4.44223224,1.48393643,2.95829581
MA,2022-02-25,369.089996,-0.00232468,-0.03508409,0.14585084,0.03903518,0.06146065,369.0290009,356.9000015,0.00016529,0.03415521,53.31727295,4.42593068,2.07233528,2.3535954
MA,2022-03-04,330.76001,-0.10384997,-0.13458922,-0.05475538,0.04439137,0.15892793,366.0470032,355.638002,-0.09640017,-0.06995313,40.35305432,1.30505814,1.91887985,-0.61382171
MA,2022-03-11,324.790009,-0.01804934,-0.12164313,-0.0701955,0.04457327,0.17410873,362.5940034,353.9440018,-0.10425984,-0.08236894,38.77175423,-1.63118177,1.20886753,-2.8400493
MA,2022-03-18,350.089996,0.07789644,-0.05368297,-0.02909199,0.04970364,0.10977474,360.6380036,354.67250215,-0.02924819,-0.01292039,48.060666,-1.89483309,0.58812741,-2.48296049
MA,2022-03-25,349.019989,-0.00305638,-0.054377,-0.02866531,0.04970206,0.1124956,358.326001,354.68400115,-0.0259708,-0.01596918,47.73085643,-2.16516065,0.03746979,-2.20263045
MA,2022-04-01,363.970001,0.04283426,0.1004051,-0.01536587,0.05063326,0.07448001,359.2150024,354.7075012,0.01323719,0.02611306,52.62281047,-1.15968801,-0.20196177,-0.95772624
MA,2022-04-08,352.269989,-0.03214554,0.08460845,-0.05339395,0.05139408,0.10423135,356.1910003,355.3350006,-0.01100817,-0.0086257,48.77541026,-1.29204302,-0.41997802,-0.872065
