strategy,symbol,signal_date,execution_date,status,execution_price,gross_invested,commission,slippage_cost,base,extra,crash
reserve_fixed,KO,2024-04-08,2024-04-09,executed,55.79352682,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2024-04-08,2024-04-09,executed,8.57678525,18.48,0.02,0.01,18.0,0.48,0.0
dca_l2_v2,MSFT,2024-04-08,2024-04-09,executed,419.29549798,13.2,0.01,0.01,13.2,0.0,0.0
dca_l2_v2,NVDA,2024-04-08,2024-04-09,executed,87.33457847,11.69,0.01,0.01,10.8,0.89,0.0
dca_l2_v2,AAPL,2024-04-08,2024-04-09,executed,167.10814432,10.49,0.01,0.01,9.0,1.49,0.0
dca_l2_v2,ASML,2024-04-08,2024-04-09,executed,974.01398461,6.18,0.01,0.0,6.0,0.18,0.0
dca_l2_v2,KO,2024-04-08,2024-04-09,executed,55.79352682,3.0,0.0,0.0,3.0,0.0,0.0
fixed,BYDDY,2024-04-15,2024-04-16,executed,8.37450316,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2024-04-15,2024-04-16,executed,8.37450316,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2024-04-15,2024-04-16,executed,407.62444537,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2024-04-15,2024-04-16,executed,407.62444537,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2024-04-15,2024-04-16,executed,86.32682784,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2024-04-15,2024-04-16,executed,86.32682784,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2024-04-15,2024-04-16,executed,170.12937218,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2024-04-15,2024-04-16,executed,170.12937218,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2024-04-15,2024-04-16,executed,939.27745803,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2024-04-15,2024-04-16,executed,939.27745803,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2024-04-15,2024-04-16,executed,54.63976223,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2024-04-15,2024-04-16,executed,54.63976223,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2024-04-15,2024-04-16,executed,8.37450316,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2024-04-15,2024-04-16,executed,407.62444537,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2024-04-15,2024-04-16,executed,86.32682784,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2024-04-15,2024-04-16,executed,170.12937218,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2024-04-15,2024-04-16,executed,939.27745803,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2024-04-15,2024-04-16,executed,54.63976223,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2024-04-22,2024-04-23,executed,8.15603798,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2024-04-22,2024-04-23,executed,8.15603798,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2024-04-22,2024-04-23,executed,397.46745641,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2024-04-22,2024-04-23,executed,397.46745641,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2024-04-22,2024-04-23,executed,80.66978173,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2024-04-22,2024-04-23,executed,80.66978173,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2024-04-22,2024-04-23,executed,163.78979697,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2024-04-22,2024-04-23,executed,163.78979697,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2024-04-22,2024-04-23,executed,861.8457165,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2024-04-22,2024-04-23,executed,861.8457165,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2024-04-22,2024-04-23,executed,56.77845804,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2024-04-22,2024-04-23,executed,56.77845804,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2024-04-22,2024-04-23,executed,8.15603798,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2024-04-22,2024-04-23,executed,397.46745641,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2024-04-22,2024-04-23,executed,80.66978173,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2024-04-22,2024-04-23,executed,163.78979697,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2024-04-22,2024-04-23,executed,861.8457165,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2024-04-22,2024-04-23,executed,56.77845804,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2024-04-29,2024-04-30,executed,8.8826371,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2024-04-29,2024-04-30,executed,8.8826371,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2024-04-29,2024-04-30,executed,394.7634901,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2024-04-29,2024-04-30,executed,394.7634901,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2024-04-29,2024-04-30,executed,87.13282564,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2024-04-29,2024-04-30,executed,87.13282564,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2024-04-29,2024-04-30,executed,171.69446933,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2024-04-29,2024-04-30,executed,171.69446933,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2024-04-29,2024-04-30,executed,880.13876546,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2024-04-29,2024-04-30,executed,880.13876546,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2024-04-29,2024-04-30,executed,58.28866277,3.6,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2024-04-29,2024-04-30,executed,58.28866277,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2024-04-29,2024-04-30,executed,8.8826371,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,MSFT,2024-04-29,2024-04-30,executed,394.7634901,6.6,0.01,0.0,6.6,0.0,0.0
dca_l2_v2,NVDA,2024-04-29,2024-04-30,executed,87.13282564,5.4,0.01,0.0,5.4,0.0,0.0
dca_l2_v2,AAPL,2024-04-29,2024-04-30,executed,171.69446933,4.5,0.0,0.0,4.5,0.0,0.0
dca_l2_v2,ASML,2024-04-29,2024-04-30,executed,880.13876546,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,KO,2024-04-29,2024-04-30,executed,58.28866277,1.5,0.0,0.0,1.5,0.0,0.0
fixed,BYDDY,2024-05-06,2024-05-07,executed,9.37458795,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2024-05-06,2024-05-07,executed,9.37458795,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2024-05-06,2024-05-07,executed,407.71287056,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2024-05-06,2024-05-07,executed,407.71287056,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2024-05-06,2024-05-07,executed,90.98610432,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2024-05-06,2024-05-07,executed,90.98610432,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2024-05-06,2024-05-07,executed,181.71899709,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2024-05-06,2024-05-07,executed,181.71899709,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2024-05-06,2024-05-07,executed,908.35703454,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2024-05-06,2024-05-07,executed,908.35703454,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2024-05-06,2024-05-07,executed,58.87023741,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2024-05-06,2024-05-07,executed,58.87023741,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2024-05-06,2024-05-07,executed,9.37458795,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,MSFT,2024-05-06,2024-05-07,executed,407.71287056,8.25,0.01,0.0,8.25,0.0,0.0
dca_l2_v2,NVDA,2024-05-06,2024-05-07,executed,90.98610432,6.75,0.01,0.0,6.75,0.0,0.0
dca_l2_v2,AAPL,2024-05-06,2024-05-07,executed,181.71899709,5.63,0.01,0.0,5.63,0.0,0.0
dca_l2_v2,ASML,2024-05-06,2024-05-07,executed,908.35703454,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,KO,2024-05-06,2024-05-07,executed,58.87023741,1.88,0.0,0.0,1.88,0.0,0.0
fixed,BYDDY,2024-05-13,2024-05-14,executed,9.11404875,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2024-05-13,2024-05-14,executed,9.11404875,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2024-05-13,2024-05-14,executed,405.1170543,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2024-05-13,2024-05-14,executed,405.1170543,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2024-05-13,2024-05-14,executed,89.48894211,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2024-05-13,2024-05-14,executed,89.48894211,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2024-05-13,2024-05-14,executed,185.99259282,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2024-05-13,2024-05-14,executed,185.99259282,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2024-05-13,2024-05-14,executed,896.63960776,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2024-05-13,2024-05-14,executed,896.63960776,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2024-05-13,2024-05-14,executed,59.63941781,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2024-05-13,2024-05-14,executed,59.63941781,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2024-05-13,2024-05-14,executed,9.11404875,22.5,0.02,0.01,22.5,0.0,0.0
dca_l2_v2,MSFT,2024-05-13,2024-05-14,executed,405.1170543,16.5,0.02,0.01,16.5,0.0,0.0
dca_l2_v2,NVDA,2024-05-13,2024-05-14,executed,89.48894211,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2024-05-13,2024-05-14,executed,185.99259282,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,ASML,2024-05-13,2024-05-14,executed,896.63960776,8.65,0.01,0.0,7.5,1.15,0.0
dca_l2_v2,KO,2024-05-13,2024-05-14,executed,59.63941781,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2024-05-20,2024-05-21,executed,9.09786566,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2024-05-20,2024-05-21,executed,9.09786566,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2024-05-20,2024-05-21,executed,420.43592791,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2024-05-20,2024-05-21,executed,420.43592791,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2024-05-20,2024-05-21,executed,93.48402465,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2024-05-20,2024-05-21,executed,93.48402465,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2024-05-20,2024-05-21,executed,189.54362545,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2024-05-20,2024-05-21,executed,189.54362545,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2024-05-20,2024-05-21,executed,904.5362371,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2024-05-20,2024-05-21,executed,904.5362371,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2024-05-20,2024-05-21,executed,58.92652154,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2024-05-20,2024-05-21,executed,58.92652154,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2024-05-20,2024-05-21,executed,9.09786566,22.5,0.02,0.01,22.5,0.0,0.0
dca_l2_v2,MSFT,2024-05-20,2024-05-21,executed,420.43592791,16.5,0.02,0.01,16.5,0.0,0.0
dca_l2_v2,NVDA,2024-05-20,2024-05-21,executed,93.48402465,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2024-05-20,2024-05-21,executed,189.54362545,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,ASML,2024-05-20,2024-05-21,executed,904.5362371,8.45,0.01,0.0,7.5,0.95,0.0
dca_l2_v2,KO,2024-05-20,2024-05-21,executed,58.92652154,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2024-05-24,2024-05-28,executed,8.59458815,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2024-05-24,2024-05-28,executed,8.59458815,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2024-05-24,2024-05-28,executed,423.19399925,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2024-05-24,2024-05-28,executed,423.19399925,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2024-05-24,2024-05-28,executed,110.10857778,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2024-05-24,2024-05-28,executed,110.10857778,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2024-05-24,2024-05-28,executed,189.96022064,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2024-05-24,2024-05-28,executed,189.96022064,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2024-05-24,2024-05-28,executed,955.47264757,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2024-05-24,2024-05-28,executed,955.47264757,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2024-05-24,2024-05-28,executed,57.9603627,4.6,0.0,0.0,3.75,0.0,1.25
reserve_fixed,KO,2024-05-24,2024-05-28,executed,57.9603627,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2024-05-24,2024-05-28,executed,8.59458815,24.75,0.02,0.01,22.5,2.25,0.0
dca_l2_v2,MSFT,2024-05-24,2024-05-28,executed,423.19399925,16.5,0.02,0.01,16.5,0.0,0.0
dca_l2_v2,NVDA,2024-05-24,2024-05-28,executed,110.10857778,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2024-05-24,2024-05-28,executed,189.96022064,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,ASML,2024-05-24,2024-05-28,executed,955.47264757,7.5,0.01,0.0,7.5,0.0,0.0
dca_l2_v2,KO,2024-05-24,2024-05-28,executed,57.9603627,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2024-06-03,2024-06-04,executed,9.54774249,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2024-06-03,2024-06-04,executed,9.54774249,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2024-06-03,2024-06-04,executed,406.25165431,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2024-06-03,2024-06-04,executed,406.25165431,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2024-06-03,2024-06-04,executed,115.57386605,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2024-06-03,2024-06-04,executed,115.57386605,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2024-06-03,2024-06-04,executed,193.06491021,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2024-06-03,2024-06-04,executed,193.06491021,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2024-06-03,2024-06-04,executed,945.10063816,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2024-06-03,2024-06-04,executed,945.10063816,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2024-06-03,2024-06-04,executed,59.28297167,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2024-06-03,2024-06-04,executed,59.28297167,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2024-06-03,2024-06-04,executed,9.54774249,22.5,0.02,0.01,22.5,0.0,0.0
dca_l2_v2,MSFT,2024-06-03,2024-06-04,executed,406.25165431,16.5,0.02,0.01,16.5,0.0,0.0
dca_l2_v2,NVDA,2024-06-03,2024-06-04,executed,115.57386605,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2024-06-03,2024-06-04,executed,193.06491021,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,ASML,2024-06-03,2024-06-04,executed,945.10063816,7.5,0.01,0.0,7.5,0.0,0.0
dca_l2_v2,KO,2024-06-03,2024-06-04,executed,59.28297167,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2024-06-10,2024-06-11,executed,9.52670597,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2024-06-10,2024-06-11,executed,9.52670597,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2024-06-10,2024-06-11,executed,419.10619037,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2024-06-10,2024-06-11,executed,419.10619037,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2024-06-10,2024-06-11,executed,121.63041482,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2024-06-10,2024-06-11,executed,121.63041482,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2024-06-10,2024-06-11,executed,192.08289045,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2024-06-10,2024-06-11,executed,192.08289045,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2024-06-10,2024-06-11,executed,1009.18848007,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2024-06-10,2024-06-11,executed,1009.18848007,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2024-06-10,2024-06-11,executed,59.6488055,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2024-06-10,2024-06-11,executed,59.6488055,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2024-06-10,2024-06-11,executed,9.52670597,22.5,0.02,0.01,22.5,0.0,0.0
dca_l2_v2,MSFT,2024-06-10,2024-06-11,executed,419.10619037,16.5,0.02,0.01,16.5,0.0,0.0
dca_l2_v2,NVDA,2024-06-10,2024-06-11,executed,121.63041482,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2024-06-10,2024-06-11,executed,192.08289045,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,ASML,2024-06-10,2024-06-11,executed,1009.18848007,7.5,0.01,0.0,7.5,0.0,0.0
dca_l2_v2,KO,2024-06-10,2024-06-11,executed,59.6488055,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2024-06-17,2024-06-18,executed,9.73898306,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2024-06-17,2024-06-18,executed,9.73898306,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2024-06-17,2024-06-18,executed,442.97318891,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2024-06-17,2024-06-18,executed,442.97318891,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2024-06-17,2024-06-18,executed,130.98968311,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2024-06-17,2024-06-18,executed,130.98968311,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2024-06-17,2024-06-18,executed,215.82918466,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2024-06-17,2024-06-18,executed,215.82918466,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2024-06-17,2024-06-18,executed,1023.63641343,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2024-06-17,2024-06-18,executed,1023.63641343,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2024-06-17,2024-06-18,executed,59.10961604,5.0,0.01,0.0,3.75,0.0,1.25
reserve_fixed,KO,2024-06-17,2024-06-18,executed,59.10961604,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2024-06-17,2024-06-18,executed,9.73898306,22.5,0.02,0.01,22.5,0.0,0.0
dca_l2_v2,MSFT,2024-06-17,2024-06-18,executed,442.97318891,16.5,0.02,0.01,16.5,0.0,0.0
dca_l2_v2,NVDA,2024-06-17,2024-06-18,executed,130.98968311,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2024-06-17,2024-06-18,executed,215.82918466,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,ASML,2024-06-17,2024-06-18,executed,1023.63641343,7.5,0.01,0.0,7.5,0.0,0.0
dca_l2_v2,KO,2024-06-17,2024-06-18,executed,59.10961604,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2024-06-24,2024-06-25,executed,10.01817859,30.0,0.03,0.01,22.5,0.0,7.5
reserve_fixed,BYDDY,2024-06-24,2024-06-25,executed,10.01817859,22.5,0.02,0.01,22.5,0.0,0.0
fixed,MSFT,2024-06-24,2024-06-25,executed,441.53507721,22.0,0.02,0.01,16.5,0.0,5.5
reserve_fixed,MSFT,2024-06-24,2024-06-25,executed,441.53507721,16.5,0.02,0.01,16.5,0.0,0.0
fixed,NVDA,2024-06-24,2024-06-25,executed,121.06106228,18.0,0.02,0.01,13.5,0.0,4.5
reserve_fixed,NVDA,2024-06-24,2024-06-25,executed,121.06106228,13.5,0.01,0.01,13.5,0.0,0.0
fixed,AAPL,2024-06-24,2024-06-25,executed,207.45745189,15.0,0.01,0.01,11.25,0.0,3.75
reserve_fixed,AAPL,2024-06-24,2024-06-25,executed,207.45745189,11.25,0.01,0.01,11.25,0.0,0.0
fixed,ASML,2024-06-24,2024-06-25,executed,987.25611937,10.0,0.01,0.01,7.5,0.0,2.5
reserve_fixed,ASML,2024-06-24,2024-06-25,executed,987.25611937,7.5,0.01,0.0,7.5,0.0,0.0
fixed,KO,2024-06-24,2024-06-25,executed,60.44249014,4.6,0.0,0.0,3.75,0.0,1.25
reserve_fixed,KO,2024-06-24,2024-06-25,executed,60.44249014,3.75,0.0,0.0,3.75,0.0,0.0
dca_l2_v2,BYDDY,2024-06-24,2024-06-25,executed,10.01817859,22.5,0.02,0.01,22.5,0.0,0.0
dca_l2_v2,MSFT,2024-06-24,2024-06-25,executed,441.53507721,16.5,0.02,0.01,16.5,0.0,0.0
dca_l2_v2,NVDA,2024-06-24,2024-06-25,executed,121.06106228,13.5,0.01,0.01,13.5,0.0,0.0
dca_l2_v2,AAPL,2024-06-24,2024-06-25,executed,207.45745189,11.25,0.01,0.01,11.25,0.0,0.0
dca_l2_v2,ASML,2024-06-24,2024-06-25,executed,987.25611937,7.5,0.01,0.0,7.5,0.0,0.0
dca_l2_v2,KO,2024-06-24,2024-06-25,executed,60.44249014,3.75,0.0,0.0,3.75,0.0,0.0
fixed,BYDDY,2024-07-01,2024-07-02,executed,9.54683103,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2024-07-01,2024-07-02,executed,9.54683103,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2024-07-01,2024-07-02,executed,446.41091691,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2024-07-01,2024-07-02,executed,446.41091691,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2024-07-01,2024-07-02,executed,120.99114534,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2024-07-01,2024-07-02,executed,120.99114534,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2024-07-01,2024-07-02,executed,214.40081583,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2024-07-01,2024-07-02,executed,214.40081583,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2024-07-01,2024-07-02,executed,1008.48136169,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2024-07-01,2024-07-02,executed,1008.48136169,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2024-07-01,2024-07-02,executed,59.7996839,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2024-07-01,2024-07-02,executed,59.7996839,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2024-07-01,2024-07-02,executed,9.54683103,18.0,0.02,0.01,18.0,0.0,0.0
dca_l2_v2,MSFT,2024-07-01,2024-07-02,executed,446.41091691,13.2,0.01,0.01,13.2,0.0,0.0
dca_l2_v2,NVDA,2024-07-01,2024-07-02,executed,120.99114534,10.8,0.01,0.01,10.8,0.0,0.0
dca_l2_v2,AAPL,2024-07-01,2024-07-02,executed,214.40081583,9.0,0.01,0.0,9.0,0.0,0.0
dca_l2_v2,ASML,2024-07-01,2024-07-02,executed,1008.48136169,6.0,0.01,0.0,6.0,0.0,0.0
dca_l2_v2,KO,2024-07-01,2024-07-02,executed,59.7996839,3.0,0.0,0.0,3.0,0.0,0.0
fixed,BYDDY,2024-07-08,2024-07-09,executed,9.85066187,24.0,0.02,0.01,18.0,0.0,6.0
reserve_fixed,BYDDY,2024-07-08,2024-07-09,executed,9.85066187,18.0,0.02,0.01,18.0,0.0,0.0
fixed,MSFT,2024-07-08,2024-07-09,executed,460.00420216,17.6,0.02,0.01,13.2,0.0,4.4
reserve_fixed,MSFT,2024-07-08,2024-07-09,executed,460.00420216,13.2,0.01,0.01,13.2,0.0,0.0
fixed,NVDA,2024-07-08,2024-07-09,executed,130.20058176,14.4,0.01,0.01,10.8,0.0,3.6
reserve_fixed,NVDA,2024-07-08,2024-07-09,executed,130.20058176,10.8,0.01,0.01,10.8,0.0,0.0
fixed,AAPL,2024-07-08,2024-07-09,executed,226.08550726,12.0,0.01,0.01,9.0,0.0,3.0
reserve_fixed,AAPL,2024-07-08,2024-07-09,executed,226.08550726,9.0,0.01,0.0,9.0,0.0,0.0
fixed,ASML,2024-07-08,2024-07-09,executed,1060.46841622,8.0,0.01,0.0,6.0,0.0,2.0
reserve_fixed,ASML,2024-07-08,2024-07-09,executed,1060.46841622,6.0,0.01,0.0,6.0,0.0,0.0
fixed,KO,2024-07-08,2024-07-09,executed,59.61062642,4.0,0.0,0.0,3.0,0.0,1.0
reserve_fixed,KO,2024-07-08,2024-07-09,executed,59.61062642,3.0,0.0,0.0,3.0,0.0,0.0
dca_l2_v2,BYDDY,2024-07-08,2024-07-09,executed,9.85066187,18.0,0.02,0.01,18.0,0.0,0.0
dca_l2_v2,MSFT,2024-07-08,2024-07-09,executed,460.00420216,13.2,0.01,0.01,13.2,0.0,0.0
