strategy,symbol,signal_date,execution_date,state,base_amount,extra_amount,crash_fund_amount,final_amount,reason_codes,planned_normal,planned_crash,total_planned,unallocated_cash
dca_l2_v2,NVDA,2024-02-12,2024-02-13,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2024-02-12,2024-02-13,small_drawdown,11.25,0.12,0.0,11.37,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2024-02-12,2024-02-13,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2024-02-12,2024-02-13,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-02-12,2024-02-13,,,,,,,79.26,0.0,79.26,245.67
dca_l2_v2,BYDDY,2024-02-16,2024-02-20,medium_drawdown,22.5,3.34,0.0,25.84,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2024-02-16,2024-02-20,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2024-02-16,2024-02-20,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2024-02-16,2024-02-20,small_drawdown,11.25,0.8,0.0,12.05,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2024-02-16,2024-02-20,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2024-02-16,2024-02-20,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-02-16,2024-02-20,,,,,,,79.14,0.0,79.14,166.53
dca_l2_v2,BYDDY,2024-02-26,2024-02-27,medium_drawdown,22.5,3.08,0.0,25.58,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,MSFT,2024-02-26,2024-02-27,normal,16.5,0.0,0.0,16.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,NVDA,2024-02-26,2024-02-27,normal,13.5,0.0,0.0,13.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2024-02-26,2024-02-27,small_drawdown,11.25,0.97,0.0,12.22,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,ASML,2024-02-26,2024-02-27,normal,7.5,0.0,0.0,7.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2024-02-26,2024-02-27,normal,3.75,0.0,0.0,3.75,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-02-26,2024-02-27,,,,,,,66.54,0.0,66.54,99.99
dca_l2_v2,BYDDY,2024-03-04,2024-03-05,medium_drawdown,22.5,3.58,0.0,26.08,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2024-03-04,2024-03-05,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2024-03-04,2024-03-05,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2024-03-04,2024-03-05,medium_drawdown,11.25,1.54,0.0,12.79,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2024-03-04,2024-03-05,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2024-03-04,2024-03-05,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-03-04,2024-03-05,,,,,,,80.12,0.0,80.12,319.88
dca_l2_v2,BYDDY,2024-03-11,2024-03-12,small_drawdown,22.5,1.92,0.0,24.42,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2024-03-11,2024-03-12,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2024-03-11,2024-03-12,small_drawdown,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-03-11,2024-03-12,medium_drawdown,11.25,1.6,0.0,12.85,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2024-03-11,2024-03-12,small_drawdown,7.5,0.58,0.0,8.08,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2024-03-11,2024-03-12,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-03-11,2024-03-12,,,,,,,79.1,0.0,79.1,240.78
dca_l2_v2,BYDDY,2024-03-18,2024-03-19,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2024-03-18,2024-03-19,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2024-03-18,2024-03-19,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-03-18,2024-03-19,medium_drawdown,11.25,1.53,0.0,12.78,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2024-03-18,2024-03-19,medium_drawdown,7.5,0.95,0.0,8.45,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2024-03-18,2024-03-19,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-03-18,2024-03-19,,,,,,,77.48,0.0,77.48,163.3
dca_l2_v2,BYDDY,2024-03-25,2024-03-26,normal,22.5,0.0,0.0,22.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,MSFT,2024-03-25,2024-03-26,normal,16.5,0.0,0.0,16.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,NVDA,2024-03-25,2024-03-26,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2024-03-25,2024-03-26,medium_drawdown,11.25,1.74,0.0,12.99,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,ASML,2024-03-25,2024-03-26,small_drawdown,7.5,0.29,0.0,7.79,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2024-03-25,2024-03-26,normal,3.75,0.0,0.0,3.75,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-03-25,2024-03-26,,,,,,,63.31,0.0,63.31,99.99
dca_l2_v2,BYDDY,2024-04-01,2024-04-02,small_drawdown,18.0,0.61,0.0,18.61,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2024-04-01,2024-04-02,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2024-04-01,2024-04-02,normal,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-04-01,2024-04-02,medium_drawdown,9.0,1.44,0.0,10.44,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2024-04-01,2024-04-02,small_drawdown,6.0,0.03,0.0,6.03,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2024-04-01,2024-04-02,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-04-01,2024-04-02,,,,,,,62.08,0.0,62.08,337.92
dca_l2_v2,BYDDY,2024-04-08,2024-04-09,small_drawdown,18.0,0.48,0.0,18.48,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2024-04-08,2024-04-09,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2024-04-08,2024-04-09,small_drawdown,10.8,0.89,0.0,11.69,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,AAPL,2024-04-08,2024-04-09,medium_drawdown,9.0,1.49,0.0,10.49,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2024-04-08,2024-04-09,small_drawdown,6.0,0.18,0.0,6.18,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2024-04-08,2024-04-09,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-04-08,2024-04-09,,,,,,,63.04,0.0,63.04,274.88
dca_l2_v2,BYDDY,2024-04-15,2024-04-16,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2024-04-15,2024-04-16,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2024-04-15,2024-04-16,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2024-04-15,2024-04-16,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2024-04-15,2024-04-16,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2024-04-15,2024-04-16,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-04-15,2024-04-16,,,,,,,30.0,0.0,30.0,244.88
dca_l2_v2,BYDDY,2024-04-22,2024-04-23,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2024-04-22,2024-04-23,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2024-04-22,2024-04-23,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2024-04-22,2024-04-23,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2024-04-22,2024-04-23,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2024-04-22,2024-04-23,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-04-22,2024-04-23,,,,,,,30.0,0.0,30.0,214.88
dca_l2_v2,BYDDY,2024-04-29,2024-04-30,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2024-04-29,2024-04-30,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2024-04-29,2024-04-30,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,"['DEFENSIVE_BASE_50', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-04-29,2024-04-30,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2024-04-29,2024-04-30,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2024-04-29,2024-04-30,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-04-29,2024-04-30,,,,,,,30.0,0.0,30.0,184.88
dca_l2_v2,BYDDY,2024-05-06,2024-05-07,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,MSFT,2024-05-06,2024-05-07,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,NVDA,2024-05-06,2024-05-07,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,"['RECOVERY_LATCH_ACTIVE', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-05-06,2024-05-07,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,ASML,2024-05-06,2024-05-07,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,KO,2024-05-06,2024-05-07,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-05-06,2024-05-07,,,,,,,37.51,0.0,37.51,362.49
dca_l2_v2,BYDDY,2024-05-13,2024-05-14,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2024-05-13,2024-05-14,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2024-05-13,2024-05-14,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2024-05-13,2024-05-14,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2024-05-13,2024-05-14,medium_drawdown,7.5,1.15,0.0,8.65,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2024-05-13,2024-05-14,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-05-13,2024-05-14,,,,,,,76.15,0.0,76.15,286.34
dca_l2_v2,BYDDY,2024-05-20,2024-05-21,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2024-05-20,2024-05-21,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2024-05-20,2024-05-21,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-05-20,2024-05-21,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2024-05-20,2024-05-21,medium_drawdown,7.5,0.95,0.0,8.45,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2024-05-20,2024-05-21,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-05-20,2024-05-21,,,,,,,75.95,0.0,75.95,210.39
dca_l2_v2,BYDDY,2024-05-24,2024-05-28,small_drawdown,22.5,2.25,0.0,24.75,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2024-05-24,2024-05-28,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2024-05-24,2024-05-28,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-05-24,2024-05-28,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2024-05-24,2024-05-28,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2024-05-24,2024-05-28,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-05-24,2024-05-28,,,,,,,77.25,0.0,77.25,133.14
dca_l2_v2,BYDDY,2024-06-03,2024-06-04,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2024-06-03,2024-06-04,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2024-06-03,2024-06-04,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-06-03,2024-06-04,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2024-06-03,2024-06-04,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2024-06-03,2024-06-04,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-06-03,2024-06-04,,,,,,,75.0,0.0,75.0,325.0
dca_l2_v2,BYDDY,2024-06-10,2024-06-11,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2024-06-10,2024-06-11,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2024-06-10,2024-06-11,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-06-10,2024-06-11,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2024-06-10,2024-06-11,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2024-06-10,2024-06-11,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-06-10,2024-06-11,,,,,,,75.0,0.0,75.0,250.0
dca_l2_v2,BYDDY,2024-06-17,2024-06-18,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2024-06-17,2024-06-18,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2024-06-17,2024-06-18,normal,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-06-17,2024-06-18,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2024-06-17,2024-06-18,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2024-06-17,2024-06-18,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-06-17,2024-06-18,,,,,,,75.0,0.0,75.0,175.0
dca_l2_v2,BYDDY,2024-06-24,2024-06-25,normal,22.5,0.0,0.0,22.5,['NORMAL_POOL_EXTRA_BUDGET_APPLIED'],,,,
dca_l2_v2,MSFT,2024-06-24,2024-06-25,normal,16.5,0.0,0.0,16.5,['NORMAL_POOL_EXTRA_BUDGET_APPLIED'],,,,
dca_l2_v2,NVDA,2024-06-24,2024-06-25,medium_drawdown,13.5,0.0,0.0,13.5,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2024-06-24,2024-06-25,normal,11.25,0.0,0.0,11.25,['NORMAL_POOL_EXTRA_BUDGET_APPLIED'],,,,
dca_l2_v2,ASML,2024-06-24,2024-06-25,small_drawdown,7.5,0.24,0.0,7.74,"['EXTRA_DIP_BUY', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2024-06-24,2024-06-25,normal,3.75,0.0,0.0,3.75,['NORMAL_POOL_EXTRA_BUDGET_APPLIED'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-06-24,2024-06-25,,,,,,,75.0,0.0,75.0,100.0
dca_l2_v2,BYDDY,2024-07-01,2024-07-02,normal,18.0,0.0,0.0,18.0,[],,,,
dca_l2_v2,MSFT,2024-07-01,2024-07-02,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2024-07-01,2024-07-02,small_drawdown,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-07-01,2024-07-02,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2024-07-01,2024-07-02,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2024-07-01,2024-07-02,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-07-01,2024-07-02,,,,,,,60.0,0.0,60.0,340.0
dca_l2_v2,BYDDY,2024-07-08,2024-07-09,normal,18.0,0.0,0.0,18.0,[],,,,
dca_l2_v2,MSFT,2024-07-08,2024-07-09,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2024-07-08,2024-07-09,small_drawdown,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-07-08,2024-07-09,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2024-07-08,2024-07-09,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2024-07-08,2024-07-09,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-07-08,2024-07-09,,,,,,,60.0,0.0,60.0,280.0
dca_l2_v2,BYDDY,2024-07-15,2024-07-16,normal,18.0,0.0,0.0,18.0,[],,,,
dca_l2_v2,MSFT,2024-07-15,2024-07-16,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2024-07-15,2024-07-16,small_drawdown,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-07-15,2024-07-16,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2024-07-15,2024-07-16,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2024-07-15,2024-07-16,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-07-15,2024-07-16,,,,,,,60.0,0.0,60.0,220.0
dca_l2_v2,BYDDY,2024-07-22,2024-07-23,normal,18.0,0.0,0.0,18.0,[],,,,
dca_l2_v2,MSFT,2024-07-22,2024-07-23,small_drawdown,13.2,0.09,0.0,13.29,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,NVDA,2024-07-22,2024-07-23,small_drawdown,10.8,0.0,0.0,10.8,"['EXTRA_BLOCKED_CONCENTRATION', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-07-22,2024-07-23,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2024-07-22,2024-07-23,medium_drawdown,6.0,1.08,0.0,7.08,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2024-07-22,2024-07-23,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-07-22,2024-07-23,,,,,,,61.17,0.0,61.17,158.83
dca_l2_v2,BYDDY,2024-07-29,2024-07-30,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2024-07-29,2024-07-30,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2024-07-29,2024-07-30,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,"['DEFENSIVE_BASE_50', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-07-29,2024-07-30,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2024-07-29,2024-07-30,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2024-07-29,2024-07-30,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-07-29,2024-07-30,,,,,,,30.0,0.0,30.0,128.83
dca_l2_v2,BYDDY,2024-08-05,2024-08-06,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2024-08-05,2024-08-06,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2024-08-05,2024-08-06,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,"['DEFENSIVE_BASE_50', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-08-05,2024-08-06,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2024-08-05,2024-08-06,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2024-08-05,2024-08-06,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-08-05,2024-08-06,,,,,,,37.51,0.0,37.51,362.49
dca_l2_v2,BYDDY,2024-08-12,2024-08-13,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2024-08-12,2024-08-13,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2024-08-12,2024-08-13,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,"['DEFENSIVE_BASE_50', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-08-12,2024-08-13,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2024-08-12,2024-08-13,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2024-08-12,2024-08-13,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-08-12,2024-08-13,,,,,,,37.51,0.0,37.51,324.98
dca_l2_v2,BYDDY,2024-08-19,2024-08-20,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,MSFT,2024-08-19,2024-08-20,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,NVDA,2024-08-19,2024-08-20,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,"['RECOVERY_LATCH_ACTIVE', 'EXTRA_BLOCKED_CONCENTRATION']",,,,
dca_l2_v2,AAPL,2024-08-19,2024-08-20,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,ASML,2024-08-19,2024-08-20,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,KO,2024-08-19,2024-08-20,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2024-08-19,2024-08-20,,,,,,,37.51,0.0,37.51,287.47
