strategy,symbol,signal_date,execution_date,state,base_amount,extra_amount,crash_fund_amount,final_amount,reason_codes,planned_normal,planned_crash,total_planned,unallocated_cash
dca_l2_v2,KO,2023-03-13,2023-03-14,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-03-13,2023-03-14,,,,,,,37.51,0.0,37.51,324.98
dca_l2_v2,BYDDY,2023-03-20,2023-03-21,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,MSFT,2023-03-20,2023-03-21,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,NVDA,2023-03-20,2023-03-21,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,AAPL,2023-03-20,2023-03-21,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,ASML,2023-03-20,2023-03-21,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,KO,2023-03-20,2023-03-21,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-03-20,2023-03-21,,,,,,,37.51,0.0,37.51,287.47
dca_l2_v2,BYDDY,2023-03-27,2023-03-28,deep_drawdown,22.5,6.07,25.0,53.57,"['EXTRA_DIP_BUY', 'CRASH_FUND_PLANNED']",,,,
dca_l2_v2,MSFT,2023-03-27,2023-03-28,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2023-03-27,2023-03-28,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2023-03-27,2023-03-28,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2023-03-27,2023-03-28,small_drawdown,7.5,0.44,0.0,7.94,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2023-03-27,2023-03-28,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-03-27,2023-03-28,,,,,,,81.51,25.0,106.51,180.96
dca_l2_v2,BYDDY,2023-04-03,2023-04-04,medium_drawdown,22.5,3.42,0.0,25.92,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2023-04-03,2023-04-04,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2023-04-03,2023-04-04,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2023-04-03,2023-04-04,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2023-04-03,2023-04-04,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2023-04-03,2023-04-04,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-04-03,2023-04-04,,,,,,,78.42,0.0,78.42,321.58
dca_l2_v2,BYDDY,2023-04-10,2023-04-11,medium_drawdown,22.5,3.84,0.0,26.34,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2023-04-10,2023-04-11,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2023-04-10,2023-04-11,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2023-04-10,2023-04-11,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2023-04-10,2023-04-11,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2023-04-10,2023-04-11,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-04-10,2023-04-11,,,,,,,78.84,0.0,78.84,242.74
dca_l2_v2,BYDDY,2023-04-17,2023-04-18,medium_drawdown,22.5,3.53,0.0,26.03,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2023-04-17,2023-04-18,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2023-04-17,2023-04-18,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2023-04-17,2023-04-18,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2023-04-17,2023-04-18,small_drawdown,7.5,0.57,0.0,8.07,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2023-04-17,2023-04-18,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-04-17,2023-04-18,,,,,,,79.1,0.0,79.1,163.64
dca_l2_v2,BYDDY,2023-04-24,2023-04-25,small_drawdown,22.5,1.14,0.0,23.64,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,MSFT,2023-04-24,2023-04-25,normal,16.5,0.0,0.0,16.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,NVDA,2023-04-24,2023-04-25,normal,13.5,0.0,0.0,13.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2023-04-24,2023-04-25,normal,11.25,0.0,0.0,11.25,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,ASML,2023-04-24,2023-04-25,small_drawdown,7.5,0.53,0.0,8.03,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2023-04-24,2023-04-25,normal,3.75,0.0,0.0,3.75,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-04-24,2023-04-25,,,,,,,63.64,0.0,63.64,100.0
dca_l2_v2,BYDDY,2023-05-01,2023-05-02,normal,18.0,0.0,0.0,18.0,[],,,,
dca_l2_v2,MSFT,2023-05-01,2023-05-02,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2023-05-01,2023-05-02,normal,10.8,0.0,0.0,10.8,[],,,,
dca_l2_v2,AAPL,2023-05-01,2023-05-02,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2023-05-01,2023-05-02,small_drawdown,6.0,0.21,0.0,6.21,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2023-05-01,2023-05-02,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-05-01,2023-05-02,,,,,,,60.21,0.0,60.21,339.79
dca_l2_v2,BYDDY,2023-05-08,2023-05-09,normal,18.0,0.0,0.0,18.0,[],,,,
dca_l2_v2,MSFT,2023-05-08,2023-05-09,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2023-05-08,2023-05-09,normal,10.8,0.0,0.0,10.8,[],,,,
dca_l2_v2,AAPL,2023-05-08,2023-05-09,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2023-05-08,2023-05-09,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2023-05-08,2023-05-09,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-05-08,2023-05-09,,,,,,,60.0,0.0,60.0,279.79
dca_l2_v2,BYDDY,2023-05-15,2023-05-16,normal,18.0,0.0,0.0,18.0,[],,,,
dca_l2_v2,MSFT,2023-05-15,2023-05-16,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2023-05-15,2023-05-16,normal,10.8,0.0,0.0,10.8,[],,,,
dca_l2_v2,AAPL,2023-05-15,2023-05-16,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2023-05-15,2023-05-16,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2023-05-15,2023-05-16,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-05-15,2023-05-16,,,,,,,60.0,0.0,60.0,219.79
dca_l2_v2,BYDDY,2023-05-22,2023-05-23,normal,18.0,0.0,0.0,18.0,[],,,,
dca_l2_v2,MSFT,2023-05-22,2023-05-23,normal,13.2,0.0,0.0,13.2,[],,,,
dca_l2_v2,NVDA,2023-05-22,2023-05-23,normal,10.8,0.0,0.0,10.8,[],,,,
dca_l2_v2,AAPL,2023-05-22,2023-05-23,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2023-05-22,2023-05-23,normal,6.0,0.0,0.0,6.0,[],,,,
dca_l2_v2,KO,2023-05-22,2023-05-23,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-05-22,2023-05-23,,,,,,,60.0,0.0,60.0,159.79
dca_l2_v2,BYDDY,2023-05-26,2023-05-30,small_drawdown,18.0,1.31,0.0,19.31,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,MSFT,2023-05-26,2023-05-30,normal,13.2,0.0,0.0,13.2,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,NVDA,2023-05-26,2023-05-30,normal,10.8,0.0,0.0,10.8,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2023-05-26,2023-05-30,normal,9.0,0.0,0.0,9.0,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,ASML,2023-05-26,2023-05-30,normal,6.0,0.0,0.0,6.0,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2023-05-26,2023-05-30,small_drawdown,3.0,0.1,0.0,3.1,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-05-26,2023-05-30,,,,,,,59.79,0.0,59.79,100.0
dca_l2_v2,BYDDY,2023-06-05,2023-06-06,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2023-06-05,2023-06-06,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2023-06-05,2023-06-06,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2023-06-05,2023-06-06,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2023-06-05,2023-06-06,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2023-06-05,2023-06-06,small_drawdown,3.75,0.05,0.0,3.8,['EXTRA_DIP_BUY'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-06-05,2023-06-06,,,,,,,75.05,0.0,75.05,324.95
dca_l2_v2,BYDDY,2023-06-12,2023-06-13,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2023-06-12,2023-06-13,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2023-06-12,2023-06-13,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2023-06-12,2023-06-13,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2023-06-12,2023-06-13,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2023-06-12,2023-06-13,small_drawdown,3.75,0.13,0.0,3.88,['EXTRA_DIP_BUY'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-06-12,2023-06-13,,,,,,,75.13,0.0,75.13,249.82
dca_l2_v2,BYDDY,2023-06-16,2023-06-20,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2023-06-16,2023-06-20,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2023-06-16,2023-06-20,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2023-06-16,2023-06-20,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2023-06-16,2023-06-20,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2023-06-16,2023-06-20,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-06-16,2023-06-20,,,,,,,75.0,0.0,75.0,174.82
dca_l2_v2,BYDDY,2023-06-26,2023-06-27,small_drawdown,22.5,1.29,0.0,23.79,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,MSFT,2023-06-26,2023-06-27,small_drawdown,16.5,0.25,0.0,16.75,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,NVDA,2023-06-26,2023-06-27,small_drawdown,13.5,0.76,0.0,14.26,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2023-06-26,2023-06-27,normal,11.25,0.0,0.0,11.25,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,ASML,2023-06-26,2023-06-27,small_drawdown,7.5,0.07,0.0,7.57,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2023-06-26,2023-06-27,normal,3.75,0.0,0.0,3.75,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-06-26,2023-06-27,,,,,,,74.82,0.0,74.82,100.0
dca_l2_v2,BYDDY,2023-07-03,2023-07-05,small_drawdown,22.5,0.15,0.0,22.65,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2023-07-03,2023-07-05,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2023-07-03,2023-07-05,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2023-07-03,2023-07-05,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2023-07-03,2023-07-05,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2023-07-03,2023-07-05,small_drawdown,3.75,0.01,0.0,3.76,['EXTRA_DIP_BUY'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-07-03,2023-07-05,,,,,,,75.16,0.0,75.16,324.84
dca_l2_v2,BYDDY,2023-07-10,2023-07-11,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2023-07-10,2023-07-11,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2023-07-10,2023-07-11,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2023-07-10,2023-07-11,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2023-07-10,2023-07-11,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2023-07-10,2023-07-11,small_drawdown,3.75,0.19,0.0,3.94,['EXTRA_DIP_BUY'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-07-10,2023-07-11,,,,,,,75.19,0.0,75.19,249.65
dca_l2_v2,BYDDY,2023-07-17,2023-07-18,normal,22.5,0.0,0.0,22.5,[],,,,
dca_l2_v2,MSFT,2023-07-17,2023-07-18,normal,16.5,0.0,0.0,16.5,[],,,,
dca_l2_v2,NVDA,2023-07-17,2023-07-18,normal,13.5,0.0,0.0,13.5,[],,,,
dca_l2_v2,AAPL,2023-07-17,2023-07-18,normal,11.25,0.0,0.0,11.25,[],,,,
dca_l2_v2,ASML,2023-07-17,2023-07-18,normal,7.5,0.0,0.0,7.5,[],,,,
dca_l2_v2,KO,2023-07-17,2023-07-18,normal,3.75,0.0,0.0,3.75,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-07-17,2023-07-18,,,,,,,75.0,0.0,75.0,174.65
dca_l2_v2,BYDDY,2023-07-24,2023-07-25,normal,22.5,0.0,0.0,22.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,MSFT,2023-07-24,2023-07-25,normal,16.5,0.0,0.0,16.5,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,NVDA,2023-07-24,2023-07-25,small_drawdown,13.5,0.36,0.0,13.86,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,AAPL,2023-07-24,2023-07-25,normal,11.25,0.0,0.0,11.25,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,ASML,2023-07-24,2023-07-25,small_drawdown,7.5,0.86,0.0,8.36,"['EXTRA_DIP_BUY', 'NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2,KO,2023-07-24,2023-07-25,normal,3.75,0.0,0.0,3.75,"['NORMAL_POOL_BASE_BUDGET_APPLIED', 'NORMAL_POOL_EXTRA_BUDGET_APPLIED']",,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-07-24,2023-07-25,,,,,,,74.66,0.0,74.66,99.99
dca_l2_v2,BYDDY,2023-07-31,2023-08-01,normal,18.0,0.0,0.0,18.0,[],,,,
dca_l2_v2,MSFT,2023-07-31,2023-08-01,small_drawdown,13.2,0.51,0.0,13.71,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,NVDA,2023-07-31,2023-08-01,normal,10.8,0.0,0.0,10.8,[],,,,
dca_l2_v2,AAPL,2023-07-31,2023-08-01,normal,9.0,0.0,0.0,9.0,[],,,,
dca_l2_v2,ASML,2023-07-31,2023-08-01,small_drawdown,6.0,0.05,0.0,6.05,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2023-07-31,2023-08-01,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-07-31,2023-08-01,,,,,,,60.56,0.0,60.56,339.44
dca_l2_v2,BYDDY,2023-08-07,2023-08-08,normal,18.0,0.0,0.0,18.0,[],,,,
dca_l2_v2,MSFT,2023-08-07,2023-08-08,small_drawdown,13.2,1.05,0.0,14.25,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,NVDA,2023-08-07,2023-08-08,normal,10.8,0.0,0.0,10.8,[],,,,
dca_l2_v2,AAPL,2023-08-07,2023-08-08,small_drawdown,9.0,0.89,0.0,9.89,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2023-08-07,2023-08-08,small_drawdown,6.0,0.48,0.0,6.48,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2023-08-07,2023-08-08,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-08-07,2023-08-08,,,,,,,62.42,0.0,62.42,277.02
dca_l2_v2,BYDDY,2023-08-14,2023-08-15,medium_drawdown,18.0,3.39,0.0,21.39,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,MSFT,2023-08-14,2023-08-15,small_drawdown,13.2,1.6,0.0,14.8,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,NVDA,2023-08-14,2023-08-15,small_drawdown,10.8,0.78,0.0,11.58,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,AAPL,2023-08-14,2023-08-15,small_drawdown,9.0,0.79,0.0,9.79,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,ASML,2023-08-14,2023-08-15,medium_drawdown,6.0,0.88,0.0,6.88,['EXTRA_DIP_BUY'],,,,
dca_l2_v2,KO,2023-08-14,2023-08-15,normal,3.0,0.0,0.0,3.0,[],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-08-14,2023-08-15,,,,,,,67.44,0.0,67.44,209.58
dca_l2_v2,BYDDY,2023-08-21,2023-08-22,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2023-08-21,2023-08-22,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2023-08-21,2023-08-22,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2023-08-21,2023-08-22,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2023-08-21,2023-08-22,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2023-08-21,2023-08-22,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-08-21,2023-08-22,,,,,,,30.0,0.0,30.0,179.58
dca_l2_v2,BYDDY,2023-08-28,2023-08-29,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2023-08-28,2023-08-29,panic_bear_extreme_volatility,6.6,0.0,0.0,6.6,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2023-08-28,2023-08-29,panic_bear_extreme_volatility,5.4,0.0,0.0,5.4,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2023-08-28,2023-08-29,panic_bear_extreme_volatility,4.5,0.0,0.0,4.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2023-08-28,2023-08-29,panic_bear_extreme_volatility,3.0,0.0,0.0,3.0,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2023-08-28,2023-08-29,panic_bear_extreme_volatility,1.5,0.0,0.0,1.5,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-08-28,2023-08-29,,,,,,,30.0,0.0,30.0,149.58
dca_l2_v2,BYDDY,2023-09-01,2023-09-05,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,MSFT,2023-09-01,2023-09-05,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,NVDA,2023-09-01,2023-09-05,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,AAPL,2023-09-01,2023-09-05,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,ASML,2023-09-01,2023-09-05,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,KO,2023-09-01,2023-09-05,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-09-01,2023-09-05,,,,,,,37.51,0.0,37.51,362.49
dca_l2_v2,BYDDY,2023-09-11,2023-09-12,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,MSFT,2023-09-11,2023-09-12,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,NVDA,2023-09-11,2023-09-12,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,AAPL,2023-09-11,2023-09-12,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,ASML,2023-09-11,2023-09-12,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2,KO,2023-09-11,2023-09-12,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['RECOVERY_LATCH_ACTIVE'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-09-11,2023-09-12,,,,,,,37.51,0.0,37.51,324.98
dca_l2_v2,BYDDY,2023-09-18,2023-09-19,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2023-09-18,2023-09-19,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2023-09-18,2023-09-19,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2023-09-18,2023-09-19,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2023-09-18,2023-09-19,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2023-09-18,2023-09-19,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-09-18,2023-09-19,,,,,,,37.51,0.0,37.51,287.47
dca_l2_v2,BYDDY,2023-09-25,2023-09-26,panic_bear_extreme_volatility,11.25,0.0,0.0,11.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,MSFT,2023-09-25,2023-09-26,panic_bear_extreme_volatility,8.25,0.0,0.0,8.25,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,NVDA,2023-09-25,2023-09-26,panic_bear_extreme_volatility,6.75,0.0,0.0,6.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,AAPL,2023-09-25,2023-09-26,panic_bear_extreme_volatility,5.63,0.0,0.0,5.63,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,ASML,2023-09-25,2023-09-26,panic_bear_extreme_volatility,3.75,0.0,0.0,3.75,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2,KO,2023-09-25,2023-09-26,panic_bear_extreme_volatility,1.88,0.0,0.0,1.88,['DEFENSIVE_BASE_50'],,,,
dca_l2_v2_portfolio,PORTFOLIO,2023-09-25,2023-09-26,,,,,,,37.51,0.0,37.51,249.96
dca_l2_v2,BYDDY,2023-10-02,2023-10-03,panic_bear_extreme_volatility,9.0,0.0,0.0,9.0,['DEFENSIVE_BASE_50'],,,,
