parameter_set,balanced_score,avg_total_return_pct,avg_max_drawdown_pct,avg_volatility_pct,avg_calmar_ratio,avg_cash_usage_pct,ticker_return_stddev_pct,sensitivity,min_multiplier,max_multiplier,target_weekly_vol,extreme_drawdown_cap,consecutive_decline_cap,combined_stress_cap
s4_min0.5_max1.6_tv0.07_dd1_cd1.2_cs1.1,0.341115,71.04,22.97,19.58,0.623,90.95,98.36,4.0,0.5,1.6,0.07,1.0,1.2,1.1
s4_min0.5_max1.6_tv0.07_dd1_cd1.2_cs1.3,0.341115,71.04,22.97,19.58,0.623,90.95,98.36,4.0,0.5,1.6,0.07,1.0,1.2,1.3
s4_min0.5_max1.6_tv0.07_dd1_cd1.2_cs1.5,0.341115,71.04,22.97,19.58,0.623,90.95,98.36,4.0,0.5,1.6,0.07,1.0,1.2,1.5
s4_min0.5_max2_tv0.07_dd1_cd1.2_cs1.1,0.341103,71.04,22.98,19.58,0.623,90.95,98.37,4.0,0.5,2.0,0.07,1.0,1.2,1.1
s4_min0.5_max2_tv0.07_dd1_cd1.2_cs1.3,0.341103,71.04,22.98,19.58,0.623,90.95,98.37,4.0,0.5,2.0,0.07,1.0,1.2,1.3
s4_min0.5_max2_tv0.07_dd1_cd1.2_cs1.5,0.341103,71.04,22.98,19.58,0.623,90.95,98.37,4.0,0.5,2.0,0.07,1.0,1.2,1.5
s4_min0.5_max2.4_tv0.07_dd1_cd1.2_cs1.1,0.341103,71.04,22.98,19.58,0.623,90.95,98.37,4.0,0.5,2.4,0.07,1.0,1.2,1.1
s4_min0.5_max2.4_tv0.07_dd1_cd1.2_cs1.3,0.341103,71.04,22.98,19.58,0.623,90.95,98.37,4.0,0.5,2.4,0.07,1.0,1.2,1.3
s4_min0.5_max2.4_tv0.07_dd1_cd1.2_cs1.5,0.341103,71.04,22.98,19.58,0.623,90.95,98.37,4.0,0.5,2.4,0.07,1.0,1.2,1.5
s3_min0.3_max1.6_tv0.07_dd1_cd1_cs1.1,0.341062,71.26,22.99,19.58,0.622,91.04,98.99,3.0,0.3,1.6,0.07,1.0,1.0,1.1
s3_min0.3_max1.6_tv0.07_dd1_cd1_cs1.3,0.341062,71.26,22.99,19.58,0.622,91.04,98.99,3.0,0.3,1.6,0.07,1.0,1.0,1.3
s3_min0.3_max1.6_tv0.07_dd1_cd1_cs1.5,0.341062,71.26,22.99,19.58,0.622,91.04,98.99,3.0,0.3,1.6,0.07,1.0,1.0,1.5
s3_min0.3_max2_tv0.07_dd1_cd1_cs1.1,0.341062,71.26,22.99,19.58,0.622,91.04,98.99,3.0,0.3,2.0,0.07,1.0,1.0,1.1
s3_min0.3_max2_tv0.07_dd1_cd1_cs1.3,0.341062,71.26,22.99,19.58,0.622,91.04,98.99,3.0,0.3,2.0,0.07,1.0,1.0,1.3
s3_min0.3_max2_tv0.07_dd1_cd1_cs1.5,0.341062,71.26,22.99,19.58,0.622,91.04,98.99,3.0,0.3,2.0,0.07,1.0,1.0,1.5
s3_min0.3_max2.4_tv0.07_dd1_cd1_cs1.1,0.341062,71.26,22.99,19.58,0.622,91.04,98.99,3.0,0.3,2.4,0.07,1.0,1.0,1.1
s3_min0.3_max2.4_tv0.07_dd1_cd1_cs1.3,0.341062,71.26,22.99,19.58,0.622,91.04,98.99,3.0,0.3,2.4,0.07,1.0,1.0,1.3
s3_min0.3_max2.4_tv0.07_dd1_cd1_cs1.5,0.341062,71.26,22.99,19.58,0.622,91.04,98.99,3.0,0.3,2.4,0.07,1.0,1.0,1.5
s4_min0.5_max1.6_tv0.07_dd1_cd1_cs1.1,0.341041,71.03,22.97,19.57,0.623,90.95,98.36,4.0,0.5,1.6,0.07,1.0,1.0,1.1
s4_min0.5_max1.6_tv0.07_dd1_cd1_cs1.3,0.341041,71.03,22.97,19.57,0.623,90.95,98.36,4.0,0.5,1.6,0.07,1.0,1.0,1.3
s4_min0.5_max1.6_tv0.07_dd1_cd1_cs1.5,0.341041,71.03,22.97,19.57,0.623,90.95,98.36,4.0,0.5,1.6,0.07,1.0,1.0,1.5
s4_min0.5_max2_tv0.07_dd1_cd1_cs1.1,0.341029,71.03,22.97,19.57,0.623,90.95,98.37,4.0,0.5,2.0,0.07,1.0,1.0,1.1
s4_min0.5_max2_tv0.07_dd1_cd1_cs1.3,0.341029,71.03,22.97,19.57,0.623,90.95,98.37,4.0,0.5,2.0,0.07,1.0,1.0,1.3
s4_min0.5_max2_tv0.07_dd1_cd1_cs1.5,0.341029,71.03,22.97,19.57,0.623,90.95,98.37,4.0,0.5,2.0,0.07,1.0,1.0,1.5
s4_min0.5_max2.4_tv0.07_dd1_cd1_cs1.1,0.341029,71.03,22.97,19.57,0.623,90.95,98.37,4.0,0.5,2.4,0.07,1.0,1.0,1.1
s4_min0.5_max2.4_tv0.07_dd1_cd1_cs1.3,0.341029,71.03,22.97,19.57,0.623,90.95,98.37,4.0,0.5,2.4,0.07,1.0,1.0,1.3
s4_min0.5_max2.4_tv0.07_dd1_cd1_cs1.5,0.341029,71.03,22.97,19.57,0.623,90.95,98.37,4.0,0.5,2.4,0.07,1.0,1.0,1.5
s4_min0.3_max2_tv0.07_dd1_cd1.4_cs1.1,0.339996,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.0,0.07,1.0,1.4,1.1
s4_min0.3_max2_tv0.07_dd1_cd1.4_cs1.3,0.339996,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.0,0.07,1.0,1.4,1.3
s4_min0.3_max2_tv0.07_dd1_cd1.4_cs1.5,0.339996,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.0,0.07,1.0,1.4,1.5
s4_min0.3_max2.4_tv0.07_dd1_cd1.4_cs1.1,0.339996,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.4,0.07,1.0,1.4,1.1
s4_min0.3_max2.4_tv0.07_dd1_cd1.4_cs1.3,0.339996,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.4,0.07,1.0,1.4,1.3
s4_min0.3_max2.4_tv0.07_dd1_cd1.4_cs1.5,0.339996,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.4,0.07,1.0,1.4,1.5
s4_min0.3_max1.6_tv0.07_dd1_cd1.4_cs1.1,0.339995,70.75,22.94,19.53,0.622,90.79,97.77,4.0,0.3,1.6,0.07,1.0,1.4,1.1
s4_min0.3_max1.6_tv0.07_dd1_cd1.4_cs1.3,0.339995,70.75,22.94,19.53,0.622,90.79,97.77,4.0,0.3,1.6,0.07,1.0,1.4,1.3
s4_min0.3_max1.6_tv0.07_dd1_cd1.4_cs1.5,0.339995,70.75,22.94,19.53,0.622,90.79,97.77,4.0,0.3,1.6,0.07,1.0,1.4,1.5
s4_min0.3_max2_tv0.07_dd1_cd1.2_cs1.1,0.339916,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.0,0.07,1.0,1.2,1.1
s4_min0.3_max2_tv0.07_dd1_cd1.2_cs1.3,0.339916,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.0,0.07,1.0,1.2,1.3
s4_min0.3_max2_tv0.07_dd1_cd1.2_cs1.5,0.339916,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.0,0.07,1.0,1.2,1.5
s4_min0.3_max2.4_tv0.07_dd1_cd1.2_cs1.1,0.339916,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.4,0.07,1.0,1.2,1.1
s4_min0.3_max2.4_tv0.07_dd1_cd1.2_cs1.3,0.339916,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.4,0.07,1.0,1.2,1.3
s4_min0.3_max2.4_tv0.07_dd1_cd1.2_cs1.5,0.339916,70.75,22.94,19.53,0.622,90.79,97.78,4.0,0.3,2.4,0.07,1.0,1.2,1.5
s4_min0.3_max1.6_tv0.07_dd1_cd1.2_cs1.1,0.339914,70.75,22.94,19.53,0.621,90.79,97.77,4.0,0.3,1.6,0.07,1.0,1.2,1.1
s4_min0.3_max1.6_tv0.07_dd1_cd1.2_cs1.3,0.339914,70.75,22.94,19.53,0.621,90.79,97.77,4.0,0.3,1.6,0.07,1.0,1.2,1.3
s4_min0.3_max1.6_tv0.07_dd1_cd1.2_cs1.5,0.339914,70.75,22.94,19.53,0.621,90.79,97.77,4.0,0.3,1.6,0.07,1.0,1.2,1.5
s4_min0.3_max2_tv0.07_dd1_cd1_cs1.1,0.339842,70.74,22.94,19.52,0.622,90.79,97.78,4.0,0.3,2.0,0.07,1.0,1.0,1.1
s4_min0.3_max2_tv0.07_dd1_cd1_cs1.3,0.339842,70.74,22.94,19.52,0.622,90.79,97.78,4.0,0.3,2.0,0.07,1.0,1.0,1.3
s4_min0.3_max2_tv0.07_dd1_cd1_cs1.5,0.339842,70.74,22.94,19.52,0.622,90.79,97.78,4.0,0.3,2.0,0.07,1.0,1.0,1.5
s4_min0.3_max2.4_tv0.07_dd1_cd1_cs1.1,0.339842,70.74,22.94,19.52,0.622,90.79,97.78,4.0,0.3,2.4,0.07,1.0,1.0,1.1
s4_min0.3_max2.4_tv0.07_dd1_cd1_cs1.3,0.339842,70.74,22.94,19.52,0.622,90.79,97.78,4.0,0.3,2.4,0.07,1.0,1.0,1.3
s4_min0.3_max2.4_tv0.07_dd1_cd1_cs1.5,0.339842,70.74,22.94,19.52,0.622,90.79,97.78,4.0,0.3,2.4,0.07,1.0,1.0,1.5
s4_min0.3_max1.6_tv0.07_dd1_cd1_cs1.1,0.33984,70.74,22.93,19.52,0.621,90.79,97.78,4.0,0.3,1.6,0.07,1.0,1.0,1.1
s4_min0.3_max1.6_tv0.07_dd1_cd1_cs1.3,0.33984,70.74,22.93,19.52,0.621,90.79,97.78,4.0,0.3,1.6,0.07,1.0,1.0,1.3
s4_min0.3_max1.6_tv0.07_dd1_cd1_cs1.5,0.33984,70.74,22.93,19.52,0.621,90.79,97.78,4.0,0.3,1.6,0.07,1.0,1.0,1.5
s5_min0.3_max2_tv0.07_dd1_cd1.4_cs1.1,0.339062,70.31,22.9,19.49,0.621,90.59,96.72,5.0,0.3,2.0,0.07,1.0,1.4,1.1
s5_min0.3_max2_tv0.07_dd1_cd1.4_cs1.3,0.339062,70.31,22.9,19.49,0.621,90.59,96.72,5.0,0.3,2.0,0.07,1.0,1.4,1.3
s5_min0.3_max2_tv0.07_dd1_cd1.4_cs1.5,0.339062,70.31,22.9,19.49,0.621,90.59,96.72,5.0,0.3,2.0,0.07,1.0,1.4,1.5
s5_min0.3_max2.4_tv0.07_dd1_cd1.4_cs1.1,0.339062,70.31,22.9,19.49,0.621,90.59,96.72,5.0,0.3,2.4,0.07,1.0,1.4,1.1
s5_min0.3_max2.4_tv0.07_dd1_cd1.4_cs1.3,0.339062,70.31,22.9,19.49,0.621,90.59,96.72,5.0,0.3,2.4,0.07,1.0,1.4,1.3
s5_min0.3_max2.4_tv0.07_dd1_cd1.4_cs1.5,0.339062,70.31,22.9,19.49,0.621,90.59,96.72,5.0,0.3,2.4,0.07,1.0,1.4,1.5
s5_min0.3_max2_tv0.07_dd1_cd1.2_cs1.1,0.338952,70.3,22.9,19.48,0.621,90.59,96.72,5.0,0.3,2.0,0.07,1.0,1.2,1.1
s5_min0.3_max2_tv0.07_dd1_cd1.2_cs1.3,0.338952,70.3,22.9,19.48,0.621,90.59,96.72,5.0,0.3,2.0,0.07,1.0,1.2,1.3
s5_min0.3_max2_tv0.07_dd1_cd1.2_cs1.5,0.338952,70.3,22.9,19.48,0.621,90.59,96.72,5.0,0.3,2.0,0.07,1.0,1.2,1.5
s5_min0.3_max2.4_tv0.07_dd1_cd1.2_cs1.1,0.338952,70.3,22.9,19.48,0.621,90.59,96.72,5.0,0.3,2.4,0.07,1.0,1.2,1.1
s5_min0.3_max2.4_tv0.07_dd1_cd1.2_cs1.3,0.338952,70.3,22.9,19.48,0.621,90.59,96.72,5.0,0.3,2.4,0.07,1.0,1.2,1.3
s5_min0.3_max2.4_tv0.07_dd1_cd1.2_cs1.5,0.338952,70.3,22.9,19.48,0.621,90.59,96.72,5.0,0.3,2.4,0.07,1.0,1.2,1.5
s5_min0.3_max1.6_tv0.07_dd1_cd1.4_cs1.1,0.338927,70.23,22.88,19.47,0.621,90.54,96.56,5.0,0.3,1.6,0.07,1.0,1.4,1.1
s5_min0.3_max1.6_tv0.07_dd1_cd1.4_cs1.3,0.338927,70.23,22.88,19.47,0.621,90.54,96.56,5.0,0.3,1.6,0.07,1.0,1.4,1.3
s5_min0.3_max1.6_tv0.07_dd1_cd1.4_cs1.5,0.338927,70.23,22.88,19.47,0.621,90.54,96.56,5.0,0.3,1.6,0.07,1.0,1.4,1.5
s5_min0.3_max2_tv0.07_dd1_cd1_cs1.1,0.338866,70.29,22.89,19.48,0.621,90.59,96.73,5.0,0.3,2.0,0.07,1.0,1.0,1.1
s5_min0.3_max2_tv0.07_dd1_cd1_cs1.3,0.338866,70.29,22.89,19.48,0.621,90.59,96.73,5.0,0.3,2.0,0.07,1.0,1.0,1.3
s5_min0.3_max2_tv0.07_dd1_cd1_cs1.5,0.338866,70.29,22.89,19.48,0.621,90.59,96.73,5.0,0.3,2.0,0.07,1.0,1.0,1.5
s5_min0.3_max2.4_tv0.07_dd1_cd1_cs1.1,0.338866,70.29,22.89,19.48,0.621,90.59,96.73,5.0,0.3,2.4,0.07,1.0,1.0,1.1
s5_min0.3_max2.4_tv0.07_dd1_cd1_cs1.3,0.338866,70.29,22.89,19.48,0.621,90.59,96.73,5.0,0.3,2.4,0.07,1.0,1.0,1.3
s5_min0.3_max2.4_tv0.07_dd1_cd1_cs1.5,0.338866,70.29,22.89,19.48,0.621,90.59,96.73,5.0,0.3,2.4,0.07,1.0,1.0,1.5
s5_min0.3_max1.6_tv0.07_dd1_cd1.2_cs1.1,0.338839,70.22,22.88,19.46,0.621,90.54,96.56,5.0,0.3,1.6,0.07,1.0,1.2,1.1
s5_min0.3_max1.6_tv0.07_dd1_cd1.2_cs1.3,0.338839,70.22,22.88,19.46,0.621,90.54,96.56,5.0,0.3,1.6,0.07,1.0,1.2,1.3
s5_min0.3_max1.6_tv0.07_dd1_cd1.2_cs1.5,0.338839,70.22,22.88,19.46,0.621,90.54,96.56,5.0,0.3,1.6,0.07,1.0,1.2,1.5
s5_min0.3_max1.6_tv0.07_dd1_cd1_cs1.1,0.338753,70.21,22.88,19.46,0.621,90.54,96.57,5.0,0.3,1.6,0.07,1.0,1.0,1.1
s5_min0.3_max1.6_tv0.07_dd1_cd1_cs1.3,0.338753,70.21,22.88,19.46,0.621,90.54,96.57,5.0,0.3,1.6,0.07,1.0,1.0,1.3
s5_min0.3_max1.6_tv0.07_dd1_cd1_cs1.5,0.338753,70.21,22.88,19.46,0.621,90.54,96.57,5.0,0.3,1.6,0.07,1.0,1.0,1.5
s5_min0.5_max1.6_tv0.04_dd1.3_cd1.4_cs1.1,0.318579,66.09,22.06,18.43,0.606,86.94,89.08,5.0,0.5,1.6,0.04,1.3,1.4,1.1
s5_min0.5_max1.6_tv0.04_dd1.3_cd1.4_cs1.3,0.318579,66.09,22.06,18.43,0.606,86.94,89.08,5.0,0.5,1.6,0.04,1.3,1.4,1.3
s5_min0.5_max1.6_tv0.04_dd1.3_cd1.4_cs1.5,0.318579,66.09,22.06,18.43,0.606,86.94,89.08,5.0,0.5,1.6,0.04,1.3,1.4,1.5
s5_min0.5_max2_tv0.04_dd1.3_cd1.4_cs1.1,0.318562,66.09,22.07,18.44,0.606,86.95,89.08,5.0,0.5,2.0,0.04,1.3,1.4,1.1
s5_min0.5_max2_tv0.04_dd1.3_cd1.4_cs1.3,0.318562,66.09,22.07,18.44,0.606,86.95,89.08,5.0,0.5,2.0,0.04,1.3,1.4,1.3
s5_min0.5_max2_tv0.04_dd1.3_cd1.4_cs1.5,0.318562,66.09,22.07,18.44,0.606,86.95,89.08,5.0,0.5,2.0,0.04,1.3,1.4,1.5
s5_min0.5_max2.4_tv0.04_dd1.3_cd1.4_cs1.1,0.318562,66.09,22.07,18.44,0.606,86.95,89.08,5.0,0.5,2.4,0.04,1.3,1.4,1.1
s5_min0.5_max2.4_tv0.04_dd1.3_cd1.4_cs1.3,0.318562,66.09,22.07,18.44,0.606,86.95,89.08,5.0,0.5,2.4,0.04,1.3,1.4,1.3
s5_min0.5_max2.4_tv0.04_dd1.3_cd1.4_cs1.5,0.318562,66.09,22.07,18.44,0.606,86.95,89.08,5.0,0.5,2.4,0.04,1.3,1.4,1.5
s5_min0.5_max1.6_tv0.04_dd1.3_cd1.2_cs1.1,0.31851,66.08,22.06,18.43,0.606,86.94,89.09,5.0,0.5,1.6,0.04,1.3,1.2,1.1
s5_min0.5_max1.6_tv0.04_dd1.3_cd1.2_cs1.3,0.31851,66.08,22.06,18.43,0.606,86.94,89.09,5.0,0.5,1.6,0.04,1.3,1.2,1.3
s5_min0.5_max1.6_tv0.04_dd1.3_cd1.2_cs1.5,0.31851,66.08,22.06,18.43,0.606,86.94,89.09,5.0,0.5,1.6,0.04,1.3,1.2,1.5
s5_min0.5_max2_tv0.04_dd1.3_cd1.2_cs1.1,0.318493,66.08,22.06,18.43,0.606,86.95,89.09,5.0,0.5,2.0,0.04,1.3,1.2,1.1
s5_min0.5_max2_tv0.04_dd1.3_cd1.2_cs1.3,0.318493,66.08,22.06,18.43,0.606,86.95,89.09,5.0,0.5,2.0,0.04,1.3,1.2,1.3
s5_min0.5_max2_tv0.04_dd1.3_cd1.2_cs1.5,0.318493,66.08,22.06,18.43,0.606,86.95,89.09,5.0,0.5,2.0,0.04,1.3,1.2,1.5
s5_min0.5_max2.4_tv0.04_dd1.3_cd1.2_cs1.1,0.318493,66.08,22.06,18.43,0.606,86.95,89.09,5.0,0.5,2.4,0.04,1.3,1.2,1.1
s5_min0.5_max2.4_tv0.04_dd1.3_cd1.2_cs1.3,0.318493,66.08,22.06,18.43,0.606,86.95,89.09,5.0,0.5,2.4,0.04,1.3,1.2,1.3
s5_min0.5_max2.4_tv0.04_dd1.3_cd1.2_cs1.5,0.318493,66.08,22.06,18.43,0.606,86.95,89.09,5.0,0.5,2.4,0.04,1.3,1.2,1.5
s5_min0.5_max1.6_tv0.04_dd1.3_cd1_cs1.1,0.318368,66.07,22.05,18.42,0.606,86.93,89.09,5.0,0.5,1.6,0.04,1.3,1.0,1.1
s5_min0.5_max1.6_tv0.04_dd1.3_cd1_cs1.3,0.318368,66.07,22.05,18.42,0.606,86.93,89.09,5.0,0.5,1.6,0.04,1.3,1.0,1.3
s5_min0.5_max1.6_tv0.04_dd1.3_cd1_cs1.5,0.318368,66.07,22.05,18.42,0.606,86.93,89.09,5.0,0.5,1.6,0.04,1.3,1.0,1.5
s5_min0.5_max2_tv0.04_dd1.3_cd1_cs1.1,0.318351,66.07,22.06,18.43,0.606,86.94,89.09,5.0,0.5,2.0,0.04,1.3,1.0,1.1
s5_min0.5_max2_tv0.04_dd1.3_cd1_cs1.3,0.318351,66.07,22.06,18.43,0.606,86.94,89.09,5.0,0.5,2.0,0.04,1.3,1.0,1.3
s5_min0.5_max2_tv0.04_dd1.3_cd1_cs1.5,0.318351,66.07,22.06,18.43,0.606,86.94,89.09,5.0,0.5,2.0,0.04,1.3,1.0,1.5
s5_min0.5_max2.4_tv0.04_dd1.3_cd1_cs1.1,0.318351,66.07,22.06,18.43,0.606,86.94,89.09,5.0,0.5,2.4,0.04,1.3,1.0,1.1
s5_min0.5_max2.4_tv0.04_dd1.3_cd1_cs1.3,0.318351,66.07,22.06,18.43,0.606,86.94,89.09,5.0,0.5,2.4,0.04,1.3,1.0,1.3
s5_min0.5_max2.4_tv0.04_dd1.3_cd1_cs1.5,0.318351,66.07,22.06,18.43,0.606,86.94,89.09,5.0,0.5,2.4,0.04,1.3,1.0,1.5
s5_min0.5_max1.6_tv0.04_dd1.1_cd1.4_cs1.1,0.316484,65.74,22.05,18.4,0.604,86.85,88.47,5.0,0.5,1.6,0.04,1.1,1.4,1.1
s5_min0.5_max1.6_tv0.04_dd1.1_cd1.4_cs1.3,0.316484,65.74,22.05,18.4,0.604,86.85,88.47,5.0,0.5,1.6,0.04,1.1,1.4,1.3
s5_min0.5_max1.6_tv0.04_dd1.1_cd1.4_cs1.5,0.316484,65.74,22.05,18.4,0.604,86.85,88.47,5.0,0.5,1.6,0.04,1.1,1.4,1.5
s5_min0.5_max2_tv0.04_dd1.1_cd1.4_cs1.1,0.316459,65.74,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.0,0.04,1.1,1.4,1.1
s5_min0.5_max2_tv0.04_dd1.1_cd1.4_cs1.3,0.316459,65.74,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.0,0.04,1.1,1.4,1.3
s5_min0.5_max2_tv0.04_dd1.1_cd1.4_cs1.5,0.316459,65.74,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.0,0.04,1.1,1.4,1.5
s5_min0.5_max2.4_tv0.04_dd1.1_cd1.4_cs1.1,0.316459,65.74,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.4,0.04,1.1,1.4,1.1
s5_min0.5_max2.4_tv0.04_dd1.1_cd1.4_cs1.3,0.316459,65.74,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.4,0.04,1.1,1.4,1.3
s5_min0.5_max2.4_tv0.04_dd1.1_cd1.4_cs1.5,0.316459,65.74,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.4,0.04,1.1,1.4,1.5
s5_min0.5_max1.6_tv0.04_dd1.1_cd1.2_cs1.1,0.316416,65.73,22.04,18.4,0.604,86.85,88.47,5.0,0.5,1.6,0.04,1.1,1.2,1.1
s5_min0.5_max1.6_tv0.04_dd1.1_cd1.2_cs1.3,0.316416,65.73,22.04,18.4,0.604,86.85,88.47,5.0,0.5,1.6,0.04,1.1,1.2,1.3
s5_min0.5_max1.6_tv0.04_dd1.1_cd1.2_cs1.5,0.316416,65.73,22.04,18.4,0.604,86.85,88.47,5.0,0.5,1.6,0.04,1.1,1.2,1.5
s5_min0.5_max2_tv0.04_dd1.1_cd1.2_cs1.1,0.31639,65.73,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.0,0.04,1.1,1.2,1.1
s5_min0.5_max2_tv0.04_dd1.1_cd1.2_cs1.3,0.31639,65.73,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.0,0.04,1.1,1.2,1.3
s5_min0.5_max2_tv0.04_dd1.1_cd1.2_cs1.5,0.31639,65.73,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.0,0.04,1.1,1.2,1.5
s5_min0.5_max2.4_tv0.04_dd1.1_cd1.2_cs1.1,0.31639,65.73,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.4,0.04,1.1,1.2,1.1
s5_min0.5_max2.4_tv0.04_dd1.1_cd1.2_cs1.3,0.31639,65.73,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.4,0.04,1.1,1.2,1.3
s5_min0.5_max2.4_tv0.04_dd1.1_cd1.2_cs1.5,0.31639,65.73,22.05,18.4,0.604,86.86,88.47,5.0,0.5,2.4,0.04,1.1,1.2,1.5
s5_min0.5_max1.6_tv0.04_dd1.1_cd1_cs1.1,0.316274,65.72,22.04,18.39,0.604,86.84,88.47,5.0,0.5,1.6,0.04,1.1,1.0,1.1
s5_min0.5_max1.6_tv0.04_dd1.1_cd1_cs1.3,0.316274,65.72,22.04,18.39,0.604,86.84,88.47,5.0,0.5,1.6,0.04,1.1,1.0,1.3
s5_min0.5_max1.6_tv0.04_dd1.1_cd1_cs1.5,0.316274,65.72,22.04,18.39,0.604,86.84,88.47,5.0,0.5,1.6,0.04,1.1,1.0,1.5
s5_min0.5_max2_tv0.04_dd1.1_cd1_cs1.1,0.316248,65.72,22.04,18.4,0.604,86.85,88.47,5.0,0.5,2.0,0.04,1.1,1.0,1.1
s5_min0.5_max2_tv0.04_dd1.1_cd1_cs1.3,0.316248,65.72,22.04,18.4,0.604,86.85,88.47,5.0,0.5,2.0,0.04,1.1,1.0,1.3
s5_min0.5_max2_tv0.04_dd1.1_cd1_cs1.5,0.316248,65.72,22.04,18.4,0.604,86.85,88.47,5.0,0.5,2.0,0.04,1.1,1.0,1.5
s5_min0.5_max2.4_tv0.04_dd1.1_cd1_cs1.1,0.316248,65.72,22.04,18.4,0.604,86.85,88.47,5.0,0.5,2.4,0.04,1.1,1.0,1.1
s5_min0.5_max2.4_tv0.04_dd1.1_cd1_cs1.3,0.316248,65.72,22.04,18.4,0.604,86.85,88.47,5.0,0.5,2.4,0.04,1.1,1.0,1.3
s5_min0.5_max2.4_tv0.04_dd1.1_cd1_cs1.5,0.316248,65.72,22.04,18.4,0.604,86.85,88.47,5.0,0.5,2.4,0.04,1.1,1.0,1.5
s4_min0.5_max1.6_tv0.04_dd1.3_cd1.4_cs1.1,0.315468,65.73,22.04,18.38,0.603,86.83,88.56,4.0,0.5,1.6,0.04,1.3,1.4,1.1
s4_min0.5_max1.6_tv0.04_dd1.3_cd1.4_cs1.3,0.315468,65.73,22.04,18.38,0.603,86.83,88.56,4.0,0.5,1.6,0.04,1.3,1.4,1.3
s4_min0.5_max1.6_tv0.04_dd1.3_cd1.4_cs1.5,0.315468,65.73,22.04,18.38,0.603,86.83,88.56,4.0,0.5,1.6,0.04,1.3,1.4,1.5
s4_min0.5_max2_tv0.04_dd1.3_cd1.4_cs1.1,0.315468,65.73,22.04,18.38,0.603,86.83,88.56,4.0,0.5,2.0,0.04,1.3,1.4,1.1
s4_min0.5_max2_tv0.04_dd1.3_cd1.4_cs1.3,0.315468,65.73,22.04,18.38,0.603,86.83,88.56,4.0,0.5,2.0,0.04,1.3,1.4,1.3
s4_min0.5_max2_tv0.04_dd1.3_cd1.4_cs1.5,0.315468,65.73,22.04,18.38,0.603,86.83,88.56,4.0,0.5,2.0,0.04,1.3,1.4,1.5
s4_min0.5_max2.4_tv0.04_dd1.3_cd1.4_cs1.1,0.315468,65.73,22.04,18.38,0.603,86.83,88.56,4.0,0.5,2.4,0.04,1.3,1.4,1.1
s4_min0.5_max2.4_tv0.04_dd1.3_cd1.4_cs1.3,0.315468,65.73,22.04,18.38,0.603,86.83,88.56,4.0,0.5,2.4,0.04,1.3,1.4,1.3
s4_min0.5_max2.4_tv0.04_dd1.3_cd1.4_cs1.5,0.315468,65.73,22.04,18.38,0.603,86.83,88.56,4.0,0.5,2.4,0.04,1.3,1.4,1.5
s4_min0.5_max1.6_tv0.04_dd1.3_cd1.2_cs1.1,0.315425,65.72,22.04,18.38,0.603,86.83,88.56,4.0,0.5,1.6,0.04,1.3,1.2,1.1
s4_min0.5_max1.6_tv0.04_dd1.3_cd1.2_cs1.3,0.315425,65.72,22.04,18.38,0.603,86.83,88.56,4.0,0.5,1.6,0.04,1.3,1.2,1.3
s4_min0.5_max1.6_tv0.04_dd1.3_cd1.2_cs1.5,0.315425,65.72,22.04,18.38,0.603,86.83,88.56,4.0,0.5,1.6,0.04,1.3,1.2,1.5
s4_min0.5_max2_tv0.04_dd1.3_cd1.2_cs1.1,0.315425,65.72,22.04,18.38,0.603,86.83,88.56,4.0,0.5,2.0,0.04,1.3,1.2,1.1
s4_min0.5_max2_tv0.04_dd1.3_cd1.2_cs1.3,0.315425,65.72,22.04,18.38,0.603,86.83,88.56,4.0,0.5,2.0,0.04,1.3,1.2,1.3
s4_min0.5_max2_tv0.04_dd1.3_cd1.2_cs1.5,0.315425,65.72,22.04,18.38,0.603,86.83,88.56,4.0,0.5,2.0,0.04,1.3,1.2,1.5
s4_min0.5_max2.4_tv0.04_dd1.3_cd1.2_cs1.1,0.315425,65.72,22.04,18.38,0.603,86.83,88.56,4.0,0.5,2.4,0.04,1.3,1.2,1.1
