parameter_set,balanced_score,avg_total_return_pct,avg_max_drawdown_pct,avg_volatility_pct,avg_calmar_ratio,avg_cash_usage_pct,ticker_return_stddev_pct,sensitivity,min_multiplier,max_multiplier,target_weekly_vol,extreme_drawdown_cap,consecutive_decline_cap,combined_stress_cap
s4_min0.3_max2_tv0.1_dd1.1_cd1_cs1.3,0.350028,73.26,23.32,20.02,0.632,92.59,103.19,4.0,0.3,2.0,0.1,1.1,1.0,1.3
s4_min0.3_max2_tv0.1_dd1.1_cd1_cs1.5,0.350028,73.26,23.32,20.02,0.632,92.59,103.19,4.0,0.3,2.0,0.1,1.1,1.0,1.5
s4_min0.3_max2.4_tv0.1_dd1.1_cd1_cs1.1,0.350028,73.26,23.32,20.02,0.632,92.59,103.19,4.0,0.3,2.4,0.1,1.1,1.0,1.1
s4_min0.3_max2.4_tv0.1_dd1.1_cd1_cs1.3,0.350028,73.26,23.32,20.02,0.632,92.59,103.19,4.0,0.3,2.4,0.1,1.1,1.0,1.3
s4_min0.3_max2.4_tv0.1_dd1.1_cd1_cs1.5,0.350028,73.26,23.32,20.02,0.632,92.59,103.19,4.0,0.3,2.4,0.1,1.1,1.0,1.5
s4_min0.3_max1.6_tv0.1_dd1.1_cd1_cs1.1,0.350018,73.25,23.31,20.01,0.632,92.57,103.18,4.0,0.3,1.6,0.1,1.1,1.0,1.1
s4_min0.3_max1.6_tv0.1_dd1.1_cd1_cs1.3,0.350018,73.25,23.31,20.01,0.632,92.57,103.18,4.0,0.3,1.6,0.1,1.1,1.0,1.3
s4_min0.3_max1.6_tv0.1_dd1.1_cd1_cs1.5,0.350018,73.25,23.31,20.01,0.632,92.57,103.18,4.0,0.3,1.6,0.1,1.1,1.0,1.5
s5_min0.5_max2_tv0.07_dd1.3_cd1.4_cs1.1,0.349934,72.49,23.05,19.75,0.631,91.36,100.86,5.0,0.5,2.0,0.07,1.3,1.4,1.1
s5_min0.5_max2_tv0.07_dd1.3_cd1.4_cs1.3,0.349934,72.49,23.05,19.75,0.631,91.36,100.86,5.0,0.5,2.0,0.07,1.3,1.4,1.3
s5_min0.5_max2_tv0.07_dd1.3_cd1.4_cs1.5,0.349934,72.49,23.05,19.75,0.631,91.36,100.86,5.0,0.5,2.0,0.07,1.3,1.4,1.5
s5_min0.5_max2.4_tv0.07_dd1.3_cd1.4_cs1.1,0.349934,72.49,23.05,19.75,0.631,91.36,100.86,5.0,0.5,2.4,0.07,1.3,1.4,1.1
s5_min0.5_max2.4_tv0.07_dd1.3_cd1.4_cs1.3,0.349934,72.49,23.05,19.75,0.631,91.36,100.86,5.0,0.5,2.4,0.07,1.3,1.4,1.3
s5_min0.5_max2.4_tv0.07_dd1.3_cd1.4_cs1.5,0.349934,72.49,23.05,19.75,0.631,91.36,100.86,5.0,0.5,2.4,0.07,1.3,1.4,1.5
s5_min0.5_max2_tv0.07_dd1.3_cd1.2_cs1.1,0.349826,72.48,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.0,0.07,1.3,1.2,1.1
s5_min0.5_max2_tv0.07_dd1.3_cd1.2_cs1.3,0.349826,72.48,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.0,0.07,1.3,1.2,1.3
s5_min0.5_max2_tv0.07_dd1.3_cd1.2_cs1.5,0.349826,72.48,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.0,0.07,1.3,1.2,1.5
s5_min0.5_max2.4_tv0.07_dd1.3_cd1.2_cs1.1,0.349826,72.48,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.4,0.07,1.3,1.2,1.1
s5_min0.5_max2.4_tv0.07_dd1.3_cd1.2_cs1.3,0.349826,72.48,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.4,0.07,1.3,1.2,1.3
s5_min0.5_max2.4_tv0.07_dd1.3_cd1.2_cs1.5,0.349826,72.48,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.4,0.07,1.3,1.2,1.5
s5_min0.5_max1.6_tv0.07_dd1.3_cd1.4_cs1.1,0.349816,72.42,23.03,19.72,0.631,91.31,100.72,5.0,0.5,1.6,0.07,1.3,1.4,1.1
s5_min0.5_max1.6_tv0.07_dd1.3_cd1.4_cs1.3,0.349816,72.42,23.03,19.72,0.631,91.31,100.72,5.0,0.5,1.6,0.07,1.3,1.4,1.3
s5_min0.5_max1.6_tv0.07_dd1.3_cd1.4_cs1.5,0.349816,72.42,23.03,19.72,0.631,91.31,100.72,5.0,0.5,1.6,0.07,1.3,1.4,1.5
s5_min0.5_max2_tv0.07_dd1.3_cd1_cs1.1,0.34974,72.47,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.0,0.07,1.3,1.0,1.1
s5_min0.5_max2_tv0.07_dd1.3_cd1_cs1.3,0.34974,72.47,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.0,0.07,1.3,1.0,1.3
s5_min0.5_max2_tv0.07_dd1.3_cd1_cs1.5,0.34974,72.47,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.0,0.07,1.3,1.0,1.5
s5_min0.5_max2.4_tv0.07_dd1.3_cd1_cs1.1,0.34974,72.47,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.4,0.07,1.3,1.0,1.1
s5_min0.5_max2.4_tv0.07_dd1.3_cd1_cs1.3,0.34974,72.47,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.4,0.07,1.3,1.0,1.3
s5_min0.5_max2.4_tv0.07_dd1.3_cd1_cs1.5,0.34974,72.47,23.05,19.74,0.631,91.36,100.87,5.0,0.5,2.4,0.07,1.3,1.0,1.5
s5_min0.5_max1.6_tv0.07_dd1.3_cd1.2_cs1.1,0.349732,72.41,23.03,19.72,0.631,91.31,100.72,5.0,0.5,1.6,0.07,1.3,1.2,1.1
s5_min0.5_max1.6_tv0.07_dd1.3_cd1.2_cs1.3,0.349732,72.41,23.03,19.72,0.631,91.31,100.72,5.0,0.5,1.6,0.07,1.3,1.2,1.3
s5_min0.5_max1.6_tv0.07_dd1.3_cd1.2_cs1.5,0.349732,72.41,23.03,19.72,0.631,91.31,100.72,5.0,0.5,1.6,0.07,1.3,1.2,1.5
s5_min0.5_max1.6_tv0.07_dd1.3_cd1_cs1.1,0.349626,72.4,23.03,19.71,0.631,91.31,100.72,5.0,0.5,1.6,0.07,1.3,1.0,1.1
s5_min0.5_max1.6_tv0.07_dd1.3_cd1_cs1.3,0.349626,72.4,23.03,19.71,0.631,91.31,100.72,5.0,0.5,1.6,0.07,1.3,1.0,1.3
s5_min0.5_max1.6_tv0.07_dd1.3_cd1_cs1.5,0.349626,72.4,23.03,19.71,0.631,91.31,100.72,5.0,0.5,1.6,0.07,1.3,1.0,1.5
s5_min0.3_max2.4_tv0.1_dd1.1_cd1.4_cs1.1,0.348672,72.69,23.28,19.98,0.631,92.35,101.82,5.0,0.3,2.4,0.1,1.1,1.4,1.1
s5_min0.3_max2.4_tv0.1_dd1.1_cd1.4_cs1.3,0.348672,72.69,23.28,19.98,0.631,92.35,101.82,5.0,0.3,2.4,0.1,1.1,1.4,1.3
s5_min0.3_max2.4_tv0.1_dd1.1_cd1.4_cs1.5,0.348672,72.69,23.28,19.98,0.631,92.35,101.82,5.0,0.3,2.4,0.1,1.1,1.4,1.5
s5_min0.3_max2_tv0.1_dd1.1_cd1.4_cs1.1,0.34865,72.69,23.28,19.98,0.631,92.35,101.82,5.0,0.3,2.0,0.1,1.1,1.4,1.1
s5_min0.3_max2_tv0.1_dd1.1_cd1.4_cs1.3,0.34865,72.69,23.28,19.98,0.631,92.35,101.82,5.0,0.3,2.0,0.1,1.1,1.4,1.3
s5_min0.3_max2_tv0.1_dd1.1_cd1.4_cs1.5,0.34865,72.69,23.28,19.98,0.631,92.35,101.82,5.0,0.3,2.0,0.1,1.1,1.4,1.5
s5_min0.3_max2.4_tv0.1_dd1.1_cd1.2_cs1.1,0.348562,72.68,23.27,19.97,0.631,92.35,101.82,5.0,0.3,2.4,0.1,1.1,1.2,1.1
s5_min0.3_max2.4_tv0.1_dd1.1_cd1.2_cs1.3,0.348562,72.68,23.27,19.97,0.631,92.35,101.82,5.0,0.3,2.4,0.1,1.1,1.2,1.3
s5_min0.3_max2.4_tv0.1_dd1.1_cd1.2_cs1.5,0.348562,72.68,23.27,19.97,0.631,92.35,101.82,5.0,0.3,2.4,0.1,1.1,1.2,1.5
s5_min0.3_max2_tv0.1_dd1.1_cd1.2_cs1.1,0.34854,72.68,23.27,19.97,0.631,92.34,101.82,5.0,0.3,2.0,0.1,1.1,1.2,1.1
s5_min0.3_max2_tv0.1_dd1.1_cd1.2_cs1.3,0.34854,72.68,23.27,19.97,0.631,92.34,101.82,5.0,0.3,2.0,0.1,1.1,1.2,1.3
s5_min0.3_max2_tv0.1_dd1.1_cd1.2_cs1.5,0.34854,72.68,23.27,19.97,0.631,92.34,101.82,5.0,0.3,2.0,0.1,1.1,1.2,1.5
s5_min0.3_max1.6_tv0.1_dd1.1_cd1.4_cs1.1,0.348539,72.61,23.25,19.94,0.631,92.26,101.64,5.0,0.3,1.6,0.1,1.1,1.4,1.1
s5_min0.3_max1.6_tv0.1_dd1.1_cd1.4_cs1.3,0.348539,72.61,23.25,19.94,0.631,92.26,101.64,5.0,0.3,1.6,0.1,1.1,1.4,1.3
s5_min0.3_max1.6_tv0.1_dd1.1_cd1.4_cs1.5,0.348539,72.61,23.25,19.94,0.631,92.26,101.64,5.0,0.3,1.6,0.1,1.1,1.4,1.5
s5_min0.3_max2.4_tv0.1_dd1.1_cd1_cs1.1,0.348476,72.67,23.27,19.97,0.631,92.35,101.83,5.0,0.3,2.4,0.1,1.1,1.0,1.1
s5_min0.3_max2.4_tv0.1_dd1.1_cd1_cs1.3,0.348476,72.67,23.27,19.97,0.631,92.35,101.83,5.0,0.3,2.4,0.1,1.1,1.0,1.3
s5_min0.3_max2.4_tv0.1_dd1.1_cd1_cs1.5,0.348476,72.67,23.27,19.97,0.631,92.35,101.83,5.0,0.3,2.4,0.1,1.1,1.0,1.5
s5_min0.3_max2_tv0.1_dd1.1_cd1_cs1.1,0.348453,72.67,23.27,19.96,0.631,92.34,101.83,5.0,0.3,2.0,0.1,1.1,1.0,1.1
s5_min0.3_max2_tv0.1_dd1.1_cd1_cs1.3,0.348453,72.67,23.27,19.96,0.631,92.34,101.83,5.0,0.3,2.0,0.1,1.1,1.0,1.3
s5_min0.3_max2_tv0.1_dd1.1_cd1_cs1.5,0.348453,72.67,23.27,19.96,0.631,92.34,101.83,5.0,0.3,2.0,0.1,1.1,1.0,1.5
s5_min0.3_max1.6_tv0.1_dd1.1_cd1.2_cs1.1,0.34845,72.6,23.24,19.93,0.631,92.26,101.65,5.0,0.3,1.6,0.1,1.1,1.2,1.1
s5_min0.3_max1.6_tv0.1_dd1.1_cd1.2_cs1.3,0.34845,72.6,23.24,19.93,0.631,92.26,101.65,5.0,0.3,1.6,0.1,1.1,1.2,1.3
s5_min0.3_max1.6_tv0.1_dd1.1_cd1.2_cs1.5,0.34845,72.6,23.24,19.93,0.631,92.26,101.65,5.0,0.3,1.6,0.1,1.1,1.2,1.5
s5_min0.3_max1.6_tv0.1_dd1.1_cd1_cs1.1,0.348364,72.59,23.24,19.93,0.631,92.26,101.65,5.0,0.3,1.6,0.1,1.1,1.0,1.1
s5_min0.3_max1.6_tv0.1_dd1.1_cd1_cs1.3,0.348364,72.59,23.24,19.93,0.631,92.26,101.65,5.0,0.3,1.6,0.1,1.1,1.0,1.3
s5_min0.3_max1.6_tv0.1_dd1.1_cd1_cs1.5,0.348364,72.59,23.24,19.93,0.631,92.26,101.65,5.0,0.3,1.6,0.1,1.1,1.0,1.5
s4_min0.5_max1.6_tv0.07_dd1.3_cd1.4_cs1.1,0.348198,72.35,23.05,19.73,0.629,91.37,100.71,4.0,0.5,1.6,0.07,1.3,1.4,1.1
s4_min0.5_max1.6_tv0.07_dd1.3_cd1.4_cs1.3,0.348198,72.35,23.05,19.73,0.629,91.37,100.71,4.0,0.5,1.6,0.07,1.3,1.4,1.3
s4_min0.5_max1.6_tv0.07_dd1.3_cd1.4_cs1.5,0.348198,72.35,23.05,19.73,0.629,91.37,100.71,4.0,0.5,1.6,0.07,1.3,1.4,1.5
s4_min0.5_max2_tv0.07_dd1.3_cd1.4_cs1.1,0.348176,72.35,23.06,19.73,0.629,91.37,100.71,4.0,0.5,2.0,0.07,1.3,1.4,1.1
s4_min0.5_max2_tv0.07_dd1.3_cd1.4_cs1.3,0.348176,72.35,23.06,19.73,0.629,91.37,100.71,4.0,0.5,2.0,0.07,1.3,1.4,1.3
s4_min0.5_max2_tv0.07_dd1.3_cd1.4_cs1.5,0.348176,72.35,23.06,19.73,0.629,91.37,100.71,4.0,0.5,2.0,0.07,1.3,1.4,1.5
s4_min0.5_max2.4_tv0.07_dd1.3_cd1.4_cs1.1,0.348176,72.35,23.06,19.73,0.629,91.37,100.71,4.0,0.5,2.4,0.07,1.3,1.4,1.1
s4_min0.5_max2.4_tv0.07_dd1.3_cd1.4_cs1.3,0.348176,72.35,23.06,19.73,0.629,91.37,100.71,4.0,0.5,2.4,0.07,1.3,1.4,1.3
s4_min0.5_max2.4_tv0.07_dd1.3_cd1.4_cs1.5,0.348176,72.35,23.06,19.73,0.629,91.37,100.71,4.0,0.5,2.4,0.07,1.3,1.4,1.5
s4_min0.5_max1.6_tv0.07_dd1.3_cd1.2_cs1.1,0.348118,72.34,23.05,19.73,0.629,91.37,100.71,4.0,0.5,1.6,0.07,1.3,1.2,1.1
s4_min0.5_max1.6_tv0.07_dd1.3_cd1.2_cs1.3,0.348118,72.34,23.05,19.73,0.629,91.37,100.71,4.0,0.5,1.6,0.07,1.3,1.2,1.3
s4_min0.5_max1.6_tv0.07_dd1.3_cd1.2_cs1.5,0.348118,72.34,23.05,19.73,0.629,91.37,100.71,4.0,0.5,1.6,0.07,1.3,1.2,1.5
s4_min0.5_max2_tv0.07_dd1.3_cd1.2_cs1.1,0.348095,72.34,23.06,19.73,0.629,91.37,100.72,4.0,0.5,2.0,0.07,1.3,1.2,1.1
s4_min0.5_max2_tv0.07_dd1.3_cd1.2_cs1.3,0.348095,72.34,23.06,19.73,0.629,91.37,100.72,4.0,0.5,2.0,0.07,1.3,1.2,1.3
s4_min0.5_max2_tv0.07_dd1.3_cd1.2_cs1.5,0.348095,72.34,23.06,19.73,0.629,91.37,100.72,4.0,0.5,2.0,0.07,1.3,1.2,1.5
s4_min0.5_max2.4_tv0.07_dd1.3_cd1.2_cs1.1,0.348095,72.34,23.06,19.73,0.629,91.37,100.72,4.0,0.5,2.4,0.07,1.3,1.2,1.1
s4_min0.5_max2.4_tv0.07_dd1.3_cd1.2_cs1.3,0.348095,72.34,23.06,19.73,0.629,91.37,100.72,4.0,0.5,2.4,0.07,1.3,1.2,1.3
s4_min0.5_max2.4_tv0.07_dd1.3_cd1.2_cs1.5,0.348095,72.34,23.06,19.73,0.629,91.37,100.72,4.0,0.5,2.4,0.07,1.3,1.2,1.5
s4_min0.5_max1.6_tv0.07_dd1.3_cd1_cs1.1,0.348043,72.33,23.05,19.72,0.629,91.37,100.71,4.0,0.5,1.6,0.07,1.3,1.0,1.1
s4_min0.5_max1.6_tv0.07_dd1.3_cd1_cs1.3,0.348043,72.33,23.05,19.72,0.629,91.37,100.71,4.0,0.5,1.6,0.07,1.3,1.0,1.3
s4_min0.5_max1.6_tv0.07_dd1.3_cd1_cs1.5,0.348043,72.33,23.05,19.72,0.629,91.37,100.71,4.0,0.5,1.6,0.07,1.3,1.0,1.5
s4_min0.5_max2_tv0.07_dd1.3_cd1_cs1.1,0.348021,72.33,23.05,19.72,0.629,91.37,100.72,4.0,0.5,2.0,0.07,1.3,1.0,1.1
s4_min0.5_max2_tv0.07_dd1.3_cd1_cs1.3,0.348021,72.33,23.05,19.72,0.629,91.37,100.72,4.0,0.5,2.0,0.07,1.3,1.0,1.3
s4_min0.5_max2_tv0.07_dd1.3_cd1_cs1.5,0.348021,72.33,23.05,19.72,0.629,91.37,100.72,4.0,0.5,2.0,0.07,1.3,1.0,1.5
s4_min0.5_max2.4_tv0.07_dd1.3_cd1_cs1.1,0.348021,72.33,23.05,19.72,0.629,91.37,100.72,4.0,0.5,2.4,0.07,1.3,1.0,1.1
s4_min0.5_max2.4_tv0.07_dd1.3_cd1_cs1.3,0.348021,72.33,23.05,19.72,0.629,91.37,100.72,4.0,0.5,2.4,0.07,1.3,1.0,1.3
s4_min0.5_max2.4_tv0.07_dd1.3_cd1_cs1.5,0.348021,72.33,23.05,19.72,0.629,91.37,100.72,4.0,0.5,2.4,0.07,1.3,1.0,1.5
s3_min0.5_max2_tv0.1_dd1_cd1.4_cs1.1,0.347633,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.0,0.1,1.0,1.4,1.1
s3_min0.5_max2_tv0.1_dd1_cd1.4_cs1.3,0.347633,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.0,0.1,1.0,1.4,1.3
s3_min0.5_max2_tv0.1_dd1_cd1.4_cs1.5,0.347633,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.0,0.1,1.0,1.4,1.5
s3_min0.5_max2.4_tv0.1_dd1_cd1.4_cs1.1,0.347633,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.4,0.1,1.0,1.4,1.1
s3_min0.5_max2.4_tv0.1_dd1_cd1.4_cs1.3,0.347633,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.4,0.1,1.0,1.4,1.3
s3_min0.5_max2.4_tv0.1_dd1_cd1.4_cs1.5,0.347633,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.4,0.1,1.0,1.4,1.5
s3_min0.5_max1.6_tv0.1_dd1_cd1.4_cs1.1,0.347628,73.06,23.35,20.02,0.629,92.69,102.97,3.0,0.5,1.6,0.1,1.0,1.4,1.1
s3_min0.5_max1.6_tv0.1_dd1_cd1.4_cs1.3,0.347628,73.06,23.35,20.02,0.629,92.69,102.97,3.0,0.5,1.6,0.1,1.0,1.4,1.3
s3_min0.5_max1.6_tv0.1_dd1_cd1.4_cs1.5,0.347628,73.06,23.35,20.02,0.629,92.69,102.97,3.0,0.5,1.6,0.1,1.0,1.4,1.5
s3_min0.5_max2_tv0.1_dd1_cd1.2_cs1.1,0.347616,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.0,0.1,1.0,1.2,1.1
s3_min0.5_max2_tv0.1_dd1_cd1.2_cs1.3,0.347616,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.0,0.1,1.0,1.2,1.3
s3_min0.5_max2_tv0.1_dd1_cd1.2_cs1.5,0.347616,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.0,0.1,1.0,1.2,1.5
s3_min0.5_max2.4_tv0.1_dd1_cd1.2_cs1.1,0.347616,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.4,0.1,1.0,1.2,1.1
s3_min0.5_max2.4_tv0.1_dd1_cd1.2_cs1.3,0.347616,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.4,0.1,1.0,1.2,1.3
s3_min0.5_max2.4_tv0.1_dd1_cd1.2_cs1.5,0.347616,73.06,23.35,20.02,0.629,92.7,102.97,3.0,0.5,2.4,0.1,1.0,1.2,1.5
s3_min0.5_max1.6_tv0.1_dd1_cd1.2_cs1.1,0.347611,73.06,23.35,20.02,0.629,92.69,102.97,3.0,0.5,1.6,0.1,1.0,1.2,1.1
s3_min0.5_max1.6_tv0.1_dd1_cd1.2_cs1.3,0.347611,73.06,23.35,20.02,0.629,92.69,102.97,3.0,0.5,1.6,0.1,1.0,1.2,1.3
s3_min0.5_max1.6_tv0.1_dd1_cd1.2_cs1.5,0.347611,73.06,23.35,20.02,0.629,92.69,102.97,3.0,0.5,1.6,0.1,1.0,1.2,1.5
s5_min0.3_max2_tv0.07_dd1.3_cd1.4_cs1.1,0.347555,71.9,22.99,19.66,0.629,91.07,99.64,5.0,0.3,2.0,0.07,1.3,1.4,1.1
s5_min0.3_max2_tv0.07_dd1.3_cd1.4_cs1.3,0.347555,71.9,22.99,19.66,0.629,91.07,99.64,5.0,0.3,2.0,0.07,1.3,1.4,1.3
s5_min0.3_max2_tv0.07_dd1.3_cd1.4_cs1.5,0.347555,71.9,22.99,19.66,0.629,91.07,99.64,5.0,0.3,2.0,0.07,1.3,1.4,1.5
s5_min0.3_max2.4_tv0.07_dd1.3_cd1.4_cs1.1,0.347555,71.9,22.99,19.66,0.629,91.07,99.64,5.0,0.3,2.4,0.07,1.3,1.4,1.1
s5_min0.3_max2.4_tv0.07_dd1.3_cd1.4_cs1.3,0.347555,71.9,22.99,19.66,0.629,91.07,99.64,5.0,0.3,2.4,0.07,1.3,1.4,1.3
s5_min0.3_max2.4_tv0.07_dd1.3_cd1.4_cs1.5,0.347555,71.9,22.99,19.66,0.629,91.07,99.64,5.0,0.3,2.4,0.07,1.3,1.4,1.5
s3_min0.5_max2_tv0.1_dd1_cd1_cs1.1,0.347505,73.05,23.34,20.02,0.629,92.7,102.97,3.0,0.5,2.0,0.1,1.0,1.0,1.1
s3_min0.5_max2_tv0.1_dd1_cd1_cs1.3,0.347505,73.05,23.34,20.02,0.629,92.7,102.97,3.0,0.5,2.0,0.1,1.0,1.0,1.3
s3_min0.5_max2_tv0.1_dd1_cd1_cs1.5,0.347505,73.05,23.34,20.02,0.629,92.7,102.97,3.0,0.5,2.0,0.1,1.0,1.0,1.5
s3_min0.5_max2.4_tv0.1_dd1_cd1_cs1.1,0.347505,73.05,23.34,20.02,0.629,92.7,102.97,3.0,0.5,2.4,0.1,1.0,1.0,1.1
s3_min0.5_max2.4_tv0.1_dd1_cd1_cs1.3,0.347505,73.05,23.34,20.02,0.629,92.7,102.97,3.0,0.5,2.4,0.1,1.0,1.0,1.3
s3_min0.5_max2.4_tv0.1_dd1_cd1_cs1.5,0.347505,73.05,23.34,20.02,0.629,92.7,102.97,3.0,0.5,2.4,0.1,1.0,1.0,1.5
s3_min0.5_max1.6_tv0.1_dd1_cd1_cs1.1,0.3475,73.05,23.34,20.02,0.629,92.69,102.98,3.0,0.5,1.6,0.1,1.0,1.0,1.1
s3_min0.5_max1.6_tv0.1_dd1_cd1_cs1.3,0.3475,73.05,23.34,20.02,0.629,92.69,102.98,3.0,0.5,1.6,0.1,1.0,1.0,1.3
s3_min0.5_max1.6_tv0.1_dd1_cd1_cs1.5,0.3475,73.05,23.34,20.02,0.629,92.69,102.98,3.0,0.5,1.6,0.1,1.0,1.0,1.5
s3_min0.3_max2_tv0.1_dd1_cd1.4_cs1.1,0.347458,73.01,23.34,20.01,0.629,92.64,102.89,3.0,0.3,2.0,0.1,1.0,1.4,1.1
s3_min0.3_max2_tv0.1_dd1_cd1.4_cs1.3,0.347458,73.01,23.34,20.01,0.629,92.64,102.89,3.0,0.3,2.0,0.1,1.0,1.4,1.3
s3_min0.3_max2_tv0.1_dd1_cd1.4_cs1.5,0.347458,73.01,23.34,20.01,0.629,92.64,102.89,3.0,0.3,2.0,0.1,1.0,1.4,1.5
s3_min0.3_max2.4_tv0.1_dd1_cd1.4_cs1.1,0.347458,73.01,23.34,20.01,0.629,92.64,102.89,3.0,0.3,2.4,0.1,1.0,1.4,1.1
s3_min0.3_max2.4_tv0.1_dd1_cd1.4_cs1.3,0.347458,73.01,23.34,20.01,0.629,92.64,102.89,3.0,0.3,2.4,0.1,1.0,1.4,1.3
s3_min0.3_max2.4_tv0.1_dd1_cd1.4_cs1.5,0.347458,73.01,23.34,20.01,0.629,92.64,102.89,3.0,0.3,2.4,0.1,1.0,1.4,1.5
s3_min0.3_max1.6_tv0.1_dd1_cd1.4_cs1.1,0.347455,73.01,23.34,20.01,0.629,92.64,102.89,3.0,0.3,1.6,0.1,1.0,1.4,1.1
s3_min0.3_max1.6_tv0.1_dd1_cd1.4_cs1.3,0.347455,73.01,23.34,20.01,0.629,92.64,102.89,3.0,0.3,1.6,0.1,1.0,1.4,1.3
s3_min0.3_max1.6_tv0.1_dd1_cd1.4_cs1.5,0.347455,73.01,23.34,20.01,0.629,92.64,102.89,3.0,0.3,1.6,0.1,1.0,1.4,1.5
s5_min0.3_max2_tv0.07_dd1.3_cd1.2_cs1.1,0.347445,71.89,22.99,19.66,0.629,91.07,99.65,5.0,0.3,2.0,0.07,1.3,1.2,1.1
s5_min0.3_max2_tv0.07_dd1.3_cd1.2_cs1.3,0.347445,71.89,22.99,19.66,0.629,91.07,99.65,5.0,0.3,2.0,0.07,1.3,1.2,1.3
s5_min0.3_max2_tv0.07_dd1.3_cd1.2_cs1.5,0.347445,71.89,22.99,19.66,0.629,91.07,99.65,5.0,0.3,2.0,0.07,1.3,1.2,1.5
s5_min0.3_max2.4_tv0.07_dd1.3_cd1.2_cs1.1,0.347445,71.89,22.99,19.66,0.629,91.07,99.65,5.0,0.3,2.4,0.07,1.3,1.2,1.1
s5_min0.3_max2.4_tv0.07_dd1.3_cd1.2_cs1.3,0.347445,71.89,22.99,19.66,0.629,91.07,99.65,5.0,0.3,2.4,0.07,1.3,1.2,1.3
s5_min0.3_max2.4_tv0.07_dd1.3_cd1.2_cs1.5,0.347445,71.89,22.99,19.66,0.629,91.07,99.65,5.0,0.3,2.4,0.07,1.3,1.2,1.5
s3_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,0.347441,73.01,23.33,20.01,0.629,92.64,102.89,3.0,0.3,2.0,0.1,1.0,1.2,1.1
s3_min0.3_max2_tv0.1_dd1_cd1.2_cs1.3,0.347441,73.01,23.33,20.01,0.629,92.64,102.89,3.0,0.3,2.0,0.1,1.0,1.2,1.3
s3_min0.3_max2_tv0.1_dd1_cd1.2_cs1.5,0.347441,73.01,23.33,20.01,0.629,92.64,102.89,3.0,0.3,2.0,0.1,1.0,1.2,1.5
s3_min0.3_max2.4_tv0.1_dd1_cd1.2_cs1.1,0.347441,73.01,23.33,20.01,0.629,92.64,102.89,3.0,0.3,2.4,0.1,1.0,1.2,1.1
s3_min0.3_max2.4_tv0.1_dd1_cd1.2_cs1.3,0.347441,73.01,23.33,20.01,0.629,92.64,102.89,3.0,0.3,2.4,0.1,1.0,1.2,1.3
s3_min0.3_max2.4_tv0.1_dd1_cd1.2_cs1.5,0.347441,73.01,23.33,20.01,0.629,92.64,102.89,3.0,0.3,2.4,0.1,1.0,1.2,1.5
s3_min0.3_max1.6_tv0.1_dd1_cd1.2_cs1.1,0.347438,73.01,23.33,20.01,0.629,92.64,102.89,3.0,0.3,1.6,0.1,1.0,1.2,1.1
s3_min0.3_max1.6_tv0.1_dd1_cd1.2_cs1.3,0.347438,73.01,23.33,20.01,0.629,92.64,102.89,3.0,0.3,1.6,0.1,1.0,1.2,1.3
s3_min0.3_max1.6_tv0.1_dd1_cd1.2_cs1.5,0.347438,73.01,23.33,20.01,0.629,92.64,102.89,3.0,0.3,1.6,0.1,1.0,1.2,1.5
s5_min0.3_max1.6_tv0.07_dd1.3_cd1.4_cs1.1,0.347411,71.83,22.97,19.64,0.629,91.02,99.49,5.0,0.3,1.6,0.07,1.3,1.4,1.1
s5_min0.3_max1.6_tv0.07_dd1.3_cd1.4_cs1.3,0.347411,71.83,22.97,19.64,0.629,91.02,99.49,5.0,0.3,1.6,0.07,1.3,1.4,1.3
s5_min0.3_max1.6_tv0.07_dd1.3_cd1.4_cs1.5,0.347411,71.83,22.97,19.64,0.629,91.02,99.49,5.0,0.3,1.6,0.07,1.3,1.4,1.5
s5_min0.3_max2_tv0.07_dd1.3_cd1_cs1.1,0.347359,71.88,22.98,19.65,0.629,91.07,99.65,5.0,0.3,2.0,0.07,1.3,1.0,1.1
