ticker,window,window_description,start_date,end_date,strategy,final_value,total_return_pct,cagr_pct,max_drawdown_pct,volatility_pct,sharpe_ratio,calmar_ratio,number_of_buy_actions,average_buy_amount,cash_remaining,cash_usage_pct,worst_period,worst_period_return_pct,total_invested,parameter_set,sensitivity,min_multiplier,max_multiplier,target_weekly_vol,extreme_drawdown_cap,consecutive_decline_cap,combined_stress_cap
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,83247.35,732.47,52.53,36.12,37.66,1.314,1.455,178,56.12,0.0,100.0,2024-03-18 to 2024-04-15,-19.18,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11926.8,19.27,10.01,33.18,21.16,0.56,0.302,96,71.42,3137.14,68.63,2022-03-28 to 2022-04-25,-13.63,6862.86,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,23281.16,132.81,53.21,12.34,21.63,2.104,4.313,103,76.34,2129.14,78.71,2023-08-28 to 2023-09-25,-7.5,7870.86,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14912.24,49.12,8.29,31.93,21.53,0.477,0.26,149,67.05,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11129.76,11.3,5.78,19.21,17.77,0.406,0.301,99,97.89,299.31,97.01,2022-08-15 to 2022-09-12,-9.51,9700.69,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13655.59,36.56,17.03,6.9,13.09,1.28,2.47,103,96.86,13.12,99.87,2024-03-18 to 2024-04-15,-6.9,9986.88,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20227.57,102.28,15.07,26.3,22.96,0.729,0.573,146,68.42,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12549.57,25.5,11.55,18.32,16.55,0.75,0.631,108,92.48,2.06,99.98,2022-11-28 to 2022-12-26,-9.73,9997.94,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,11105.54,11.06,5.44,13.53,15.11,0.429,0.402,103,96.87,11.99,99.88,2023-08-28 to 2023-09-25,-9.44,9988.01,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,24886.48,148.86,19.92,44.2,31.79,0.734,0.451,164,60.91,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10120.09,1.2,0.65,26.27,19.91,0.129,0.025,96,78.45,2461.47,75.39,2022-08-01 to 2022-08-29,-9.24,7538.53,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11402.35,14.02,6.85,18.53,18.48,0.453,0.37,103,94.35,272.46,97.28,2023-07-10 to 2023-08-07,-9.37,9727.54,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13335.49,33.35,5.9,17.54,13.2,0.502,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9550.88,-4.49,-1.88,16.67,9.76,-0.147,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9298.67,-7.01,-3.6,16.67,9.55,-0.34,-0.216,103,96.91,8.02,99.92,2023-09-04 to 2023-10-02,-8.84,9991.98,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,10776.95,7.77,1.5,42.88,34.55,0.215,0.035,171,58.42,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9925.77,-0.74,-0.54,17.99,15.32,0.04,-0.03,72,81.43,4131.14,58.69,2022-08-01 to 2022-08-29,-8.97,5868.86,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,8927.58,-10.72,-5.57,20.33,18.74,-0.215,-0.274,103,84.27,1311.32,86.89,2023-11-13 to 2023-12-11,-14.21,8688.68,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.1,4.0,0.3,2.0,0.1,1.0,1.0,1.1
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,83247.35,732.47,52.53,36.12,37.66,1.314,1.455,178,56.12,0.0,100.0,2024-03-18 to 2024-04-15,-19.18,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11926.8,19.27,10.01,33.18,21.16,0.56,0.302,96,71.42,3137.14,68.63,2022-03-28 to 2022-04-25,-13.63,6862.86,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,23281.16,132.81,53.21,12.34,21.63,2.104,4.313,103,76.34,2129.14,78.71,2023-08-28 to 2023-09-25,-7.5,7870.86,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14912.24,49.12,8.29,31.93,21.53,0.477,0.26,149,67.05,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11129.76,11.3,5.78,19.21,17.77,0.406,0.301,99,97.89,299.31,97.01,2022-08-15 to 2022-09-12,-9.51,9700.69,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13655.59,36.56,17.03,6.9,13.09,1.28,2.47,103,96.86,13.12,99.87,2024-03-18 to 2024-04-15,-6.9,9986.88,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20227.57,102.28,15.07,26.3,22.96,0.729,0.573,146,68.42,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12549.57,25.5,11.55,18.32,16.55,0.75,0.631,108,92.48,2.06,99.98,2022-11-28 to 2022-12-26,-9.73,9997.94,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,11105.54,11.06,5.44,13.53,15.11,0.429,0.402,103,96.87,11.99,99.88,2023-08-28 to 2023-09-25,-9.44,9988.01,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,24886.48,148.86,19.92,44.2,31.79,0.734,0.451,164,60.91,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10120.09,1.2,0.65,26.27,19.91,0.129,0.025,96,78.45,2461.47,75.39,2022-08-01 to 2022-08-29,-9.24,7538.53,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11402.35,14.02,6.85,18.53,18.48,0.453,0.37,103,94.35,272.46,97.28,2023-07-10 to 2023-08-07,-9.37,9727.54,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13335.49,33.35,5.9,17.54,13.2,0.502,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9550.88,-4.49,-1.88,16.67,9.76,-0.147,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9298.67,-7.01,-3.6,16.67,9.55,-0.34,-0.216,103,96.91,8.02,99.92,2023-09-04 to 2023-10-02,-8.84,9991.98,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,10776.95,7.77,1.5,42.88,34.55,0.215,0.035,171,58.42,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9925.77,-0.74,-0.54,17.99,15.32,0.04,-0.03,72,81.43,4131.14,58.69,2022-08-01 to 2022-08-29,-8.97,5868.86,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,8927.58,-10.72,-5.57,20.33,18.74,-0.215,-0.274,103,84.27,1311.32,86.89,2023-11-13 to 2023-12-11,-14.21,8688.68,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.3,4.0,0.3,2.0,0.1,1.0,1.0,1.3
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,83247.35,732.47,52.53,36.12,37.66,1.314,1.455,178,56.12,0.0,100.0,2024-03-18 to 2024-04-15,-19.18,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11926.8,19.27,10.01,33.18,21.16,0.56,0.302,96,71.42,3137.14,68.63,2022-03-28 to 2022-04-25,-13.63,6862.86,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,23281.16,132.81,53.21,12.34,21.63,2.104,4.313,103,76.34,2129.14,78.71,2023-08-28 to 2023-09-25,-7.5,7870.86,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14912.24,49.12,8.29,31.93,21.53,0.477,0.26,149,67.05,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11129.76,11.3,5.78,19.21,17.77,0.406,0.301,99,97.89,299.31,97.01,2022-08-15 to 2022-09-12,-9.51,9700.69,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13655.59,36.56,17.03,6.9,13.09,1.28,2.47,103,96.86,13.12,99.87,2024-03-18 to 2024-04-15,-6.9,9986.88,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20227.57,102.28,15.07,26.3,22.96,0.729,0.573,146,68.42,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12549.57,25.5,11.55,18.32,16.55,0.75,0.631,108,92.48,2.06,99.98,2022-11-28 to 2022-12-26,-9.73,9997.94,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,11105.54,11.06,5.44,13.53,15.11,0.429,0.402,103,96.87,11.99,99.88,2023-08-28 to 2023-09-25,-9.44,9988.01,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,24886.48,148.86,19.92,44.2,31.79,0.734,0.451,164,60.91,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10120.09,1.2,0.65,26.27,19.91,0.129,0.025,96,78.45,2461.47,75.39,2022-08-01 to 2022-08-29,-9.24,7538.53,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11402.35,14.02,6.85,18.53,18.48,0.453,0.37,103,94.35,272.46,97.28,2023-07-10 to 2023-08-07,-9.37,9727.54,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13335.49,33.35,5.9,17.54,13.2,0.502,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9550.88,-4.49,-1.88,16.67,9.76,-0.147,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9298.67,-7.01,-3.6,16.67,9.55,-0.34,-0.216,103,96.91,8.02,99.92,2023-09-04 to 2023-10-02,-8.84,9991.98,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,10776.95,7.77,1.5,42.88,34.55,0.215,0.035,171,58.42,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9925.77,-0.74,-0.54,17.99,15.32,0.04,-0.03,72,81.43,4131.14,58.69,2022-08-01 to 2022-08-29,-8.97,5868.86,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,8927.58,-10.72,-5.57,20.33,18.74,-0.215,-0.274,103,84.27,1311.32,86.89,2023-11-13 to 2023-12-11,-14.21,8688.68,s4_min0.3_max2_tv0.1_dd1_cd1_cs1.5,4.0,0.3,2.0,0.1,1.0,1.0,1.5
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,83247.35,732.47,52.53,36.12,37.66,1.314,1.455,178,56.12,0.0,100.0,2024-03-18 to 2024-04-15,-19.18,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11926.8,19.27,10.01,33.18,21.16,0.56,0.302,96,71.42,3137.14,68.63,2022-03-28 to 2022-04-25,-13.63,6862.86,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
NVDA,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-02-28,2024-02-12,risk_adjusted_candidate,23281.16,132.81,53.21,12.34,21.63,2.104,4.313,103,76.34,2129.14,78.71,2023-08-28 to 2023-09-25,-7.5,7870.86,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
MSFT,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,14912.24,49.12,8.29,31.93,21.53,0.477,0.26,149,67.05,0.0,100.0,2026-01-05 to 2026-02-02,-16.3,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
MSFT,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-05-01,risk_adjusted_candidate,11129.76,11.3,5.78,19.21,17.77,0.406,0.301,99,97.89,299.31,97.01,2022-08-15 to 2022-09-12,-9.51,9700.69,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
MSFT,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-05-02,2024-04-15,risk_adjusted_candidate,13655.59,36.56,17.03,6.9,13.09,1.28,2.47,103,96.86,13.12,99.87,2024-03-18 to 2024-04-15,-6.9,9986.88,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
AAPL,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,20235.65,102.36,15.08,26.3,22.98,0.729,0.573,146,68.42,0.0,100.0,2025-03-03 to 2025-03-31,-21.2,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
AAPL,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-07-03,risk_adjusted_candidate,12554.58,25.55,11.58,18.36,16.59,0.75,0.63,108,92.48,1.92,99.98,2022-11-28 to 2022-12-26,-9.76,9998.08,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
AAPL,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,11111.1,11.11,5.46,13.54,15.15,0.43,0.403,103,96.88,11.19,99.89,2023-08-28 to 2023-09-25,-9.46,9988.81,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
ASML,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,24886.48,148.86,19.92,44.2,31.79,0.734,0.451,164,60.91,0.0,100.0,2024-07-01 to 2024-07-29,-24.68,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
ASML,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,10120.09,1.2,0.65,26.27,19.91,0.129,0.025,96,78.45,2461.47,75.39,2022-08-01 to 2022-08-29,-9.24,7538.53,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
ASML,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,11402.35,14.02,6.85,18.53,18.48,0.453,0.37,103,94.35,272.46,97.28,2023-07-10 to 2023-08-07,-9.37,9727.54,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
KO,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,13335.49,33.35,5.9,17.54,13.2,0.502,0.336,148,67.5,0.0,100.0,2024-10-14 to 2024-11-11,-12.35,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
KO,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-11-15,2024-04-08,risk_adjusted_candidate,9550.88,-4.49,-1.88,16.67,9.76,-0.147,-0.113,126,79.29,0.0,100.0,2023-09-04 to 2023-10-02,-8.84,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
KO,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2021-11-15,2023-10-30,risk_adjusted_candidate,9298.67,-7.01,-3.6,16.67,9.55,-0.34,-0.216,103,96.91,8.02,99.92,2023-09-04 to 2023-10-02,-8.84,9991.98,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
BYDDY,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,10776.95,7.77,1.5,42.88,34.55,0.215,0.035,171,58.42,0.0,100.0,2025-05-19 to 2025-06-16,-18.53,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
BYDDY,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2022-01-10,2023-05-22,risk_adjusted_candidate,9925.77,-0.74,-0.54,17.99,15.32,0.04,-0.03,72,81.43,4131.14,58.69,2022-08-01 to 2022-08-29,-8.97,5868.86,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
BYDDY,high_volatility_window,Detected 104-week window around the highest 52-week realized volatility.,2022-01-17,2024-01-01,risk_adjusted_candidate,8927.58,-10.72,-5.57,20.33,18.74,-0.215,-0.274,103,84.27,1311.32,86.89,2023-11-13 to 2023-12-11,-14.21,8688.68,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.1,4.0,0.3,2.0,0.1,1.0,1.2,1.1
NVDA,full_available,All local history available for this ticker.,2021-06-14,2026-06-05,risk_adjusted_candidate,83247.35,732.47,52.53,36.12,37.66,1.314,1.455,178,56.12,0.0,100.0,2024-03-18 to 2024-04-15,-19.18,10000.0,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.3,4.0,0.3,2.0,0.1,1.0,1.2,1.3
NVDA,major_drawdown_window,Detected window around the ticker's largest price drawdown.,2021-06-14,2023-04-10,risk_adjusted_candidate,11926.8,19.27,10.01,33.18,21.16,0.56,0.302,96,71.42,3137.14,68.63,2022-03-28 to 2022-04-25,-13.63,6862.86,s4_min0.3_max2_tv0.1_dd1_cd1.2_cs1.3,4.0,0.3,2.0,0.1,1.0,1.2,1.3
