task,target,model,importance_type,feature,value
classification,forward_4w_positive,random_forest_classifier,feature_importance,numeric__sma_20_distance,0.0759365585
classification,forward_4w_positive,random_forest_classifier,feature_importance,numeric__rsi_14,0.1218051525
classification,forward_4w_positive,random_forest_classifier,feature_importance,numeric__macd,0.0940589867
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_AAPL,0.0013715591
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_AMD,0.0037781138
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_AMZN,0.0152343757
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_ASML,0.0013392606
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_AVGO,0.0025773508
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_AXP,0.0005975235
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_BABA,0.0272982048
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_BAC,0.0022328485
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_BYDDY,0.0077686074
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_CAT,0.002629416
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_COST,0.0161112958
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_DE,0.0010814418
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_GE,0.0264435352
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_GOOGL,0.0044121077
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_HD,0.0019596054
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_HON,0.0008562743
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_INTC,0.0014418953
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_JNJ,0.0018008488
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_JPM,0.0034312617
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_KO,0.0073798119
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_MA,0.0114360399
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_MCD,0.0010938726
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_META,0.0051637465
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_MRK,0.0006335652
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_MSFT,0.0130222434
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_MU,0.0054830833
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_NKE,0.0016220419
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_NVDA,0.0225220928
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_PEP,0.001943843
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_PG,0.000972506
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_QCOM,0.0104886491
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_SBUX,0.0006800461
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_TCEHY,0.0070683645
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_TM,0.005322163
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_TSM,0.0012013236
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_UNH,0.002840525
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_V,0.0057899546
classification,forward_4w_positive,random_forest_classifier,feature_importance,categorical__ticker_WMT,0.0005078239
classification,forward_12w_positive,logistic_regression,coefficient,numeric__weekly_return,-0.0185734825
classification,forward_12w_positive,logistic_regression,coefficient,numeric__momentum_4w,0.0224836449
classification,forward_12w_positive,logistic_regression,coefficient,numeric__momentum_12w,0.0010114759
classification,forward_12w_positive,logistic_regression,coefficient,numeric__volatility_12w,0.095280671
classification,forward_12w_positive,logistic_regression,coefficient,numeric__drawdown_from_52w_high,0.0299144352
classification,forward_12w_positive,logistic_regression,coefficient,numeric__sma_10_distance,-0.168611342
classification,forward_12w_positive,logistic_regression,coefficient,numeric__sma_20_distance,0.1726987611
classification,forward_12w_positive,logistic_regression,coefficient,numeric__rsi_14,-0.0337422809
classification,forward_12w_positive,logistic_regression,coefficient,numeric__macd,-0.048412305
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_AAPL,0.1234580761
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_AMD,-0.1422668507
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_AMZN,0.2855592017
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_ASML,0.2092557216
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_AVGO,0.348200522
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_AXP,0.0300429152
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_BABA,-0.7094330536
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_BAC,-0.1339711593
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_BYDDY,-0.5299058235
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_CAT,-0.1830877297
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_COST,0.3112231654
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_DE,0.0383282993
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_GE,-0.5966964233
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_GOOGL,0.267524476
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_HD,0.0852066538
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_HON,-0.0207080837
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_INTC,-0.5880851579
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_JNJ,-0.1869800076
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_JPM,0.2155948652
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_KO,-0.0423028132
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_MA,0.5528709396
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_MCD,0.1969725287
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_META,0.17132935
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_MRK,-0.0093567211
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_MSFT,0.6856188838
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_MU,-0.2512293916
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_NKE,-0.2684860871
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_NVDA,0.3878471573
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_PEP,0.0045373337
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_PG,-0.0272078915
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_QCOM,-0.4715994708
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_SBUX,-0.1368145105
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_TCEHY,-0.4717249536
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_TM,-0.1577123467
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_TSM,0.0369765821
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_UNH,0.3901549917
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_V,0.5639894035
classification,forward_12w_positive,logistic_regression,coefficient,categorical__ticker_WMT,0.0359899203
classification,forward_12w_positive,random_forest_classifier,feature_importance,numeric__weekly_return,0.0334309194
classification,forward_12w_positive,random_forest_classifier,feature_importance,numeric__momentum_4w,0.0459884439
classification,forward_12w_positive,random_forest_classifier,feature_importance,numeric__momentum_12w,0.0525538525
classification,forward_12w_positive,random_forest_classifier,feature_importance,numeric__volatility_12w,0.1839915142
classification,forward_12w_positive,random_forest_classifier,feature_importance,numeric__drawdown_from_52w_high,0.0647356789
classification,forward_12w_positive,random_forest_classifier,feature_importance,numeric__sma_10_distance,0.0445427486
classification,forward_12w_positive,random_forest_classifier,feature_importance,numeric__sma_20_distance,0.0546483285
classification,forward_12w_positive,random_forest_classifier,feature_importance,numeric__rsi_14,0.0549490644
classification,forward_12w_positive,random_forest_classifier,feature_importance,numeric__macd,0.1269410638
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_AAPL,0.0
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_AMD,0.0005541066
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_AMZN,0.0054734544
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_ASML,0.0015703319
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_AVGO,0.0078210275
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_AXP,3.43365e-05
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_BABA,0.0546082306
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_BAC,0.000776712
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_BYDDY,0.0105524986
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_CAT,0.0002459395
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_COST,0.0012838604
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_DE,0.000335925
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_GE,0.0358599416
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_GOOGL,0.0009158603
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_HD,0.0004842528
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_HON,0.0003792692
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_INTC,0.0404808417
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_JNJ,0.0033609531
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_JPM,0.0017744385
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_KO,0.0008502694
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_MA,0.0245282097
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_MCD,0.0010686481
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_META,0.0038983621
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_MRK,0.0
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_MSFT,0.0427222384
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_MU,0.00152269
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_NKE,0.0029161985
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_NVDA,0.0324456355
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_PEP,0.0001747651
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_PG,0.0
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_QCOM,0.0160530324
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_SBUX,0.0
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_TCEHY,0.0154764147
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_TM,0.0001551056
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_TSM,0.0001856019
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_UNH,0.005654006
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_V,0.024055228
classification,forward_12w_positive,random_forest_classifier,feature_importance,categorical__ticker_WMT,0.0
